,signal,anomaly
2004.03.04.18.22.46,0.06269012158796801,0
2004.03.04.18.32.46,0.06465188729918442,0
2004.03.04.18.42.46,0.06244421114312216,0
2004.03.04.18.52.46,0.061171004443576024,0
2004.03.04.19.02.46,0.06146301088920342,0
2004.03.04.19.12.46,0.06216289857903172,0
2004.03.04.19.22.46,0.0639399873040671,0
2004.03.04.19.32.46,0.06230255383563595,0
2004.03.04.19.42.46,0.06112275990038559,0
2004.03.04.19.52.46,0.06247575565213138,0
2004.03.04.20.02.46,0.06185204355681431,0
2004.03.04.20.12.46,0.06397509644025545,0
2004.03.04.20.22.46,0.06167200546901675,0
2004.03.04.20.32.46,0.06323526539381819,0
2004.03.04.20.42.46,0.06182289174276114,0
2004.03.04.20.52.46,0.06175980272474195,0
2004.03.04.21.02.46,0.06250002441525443,0
2004.03.04.21.12.46,0.06290146003222766,0
2004.03.04.21.22.46,0.06344098832950819,0
2004.03.04.21.32.46,0.06261404365447512,0
2004.03.04.21.42.46,0.062069046340153096,0
2004.03.04.21.52.46,0.06135377703989397,0
2004.03.04.22.02.46,0.06205093022120173,0
2004.03.04.22.12.46,0.06354055373797537,0
2004.03.04.22.22.46,0.06289188925240456,0
2004.03.04.22.32.46,0.06273719419893514,0
2004.03.04.22.42.46,0.0625927047219101,0
2004.03.04.22.52.46,0.0633323892768199,0
2004.03.04.23.02.46,0.061801943454269474,0
2004.03.04.23.12.46,0.06305093022120214,0
2004.03.04.23.22.46,0.0625123297035984,0
2004.03.04.23.32.46,0.06178802675911847,0
2004.03.04.23.42.46,0.06341632892231024,0
2004.03.04.23.52.46,0.062236046681966875,0
2004.03.05.00.02.46,0.06260525416280073,0
2004.03.05.00.12.46,0.0632096293764335,0
2004.03.05.00.22.46,0.06158147370477089,0
2004.03.05.00.32.46,0.06215796669759276,0
2004.03.05.00.42.46,0.06237174666731698,0
2004.03.05.00.52.46,0.06186752282826251,0
2004.03.05.01.02.46,0.06131554275111033,0
2004.03.05.01.12.46,0.06282611455637402,0
2004.03.05.01.22.46,0.06271229063919133,0
2004.03.05.01.32.46,0.06254533912788683,0
2004.03.05.01.42.46,0.06185907515015372,0
2004.03.05.01.52.46,0.06215249768055008,0
2004.03.05.02.02.46,0.06265843058743052,0
2004.03.05.02.12.46,0.060711997656135074,0
2004.03.05.02.22.46,0.06306172176375746,0
2004.03.05.02.32.46,0.06097807510132285,0
2004.03.05.02.42.46,0.06163421065481672,0
2004.03.05.02.52.46,0.06185477806533521,0
2004.03.05.03.02.46,0.0605770301284233,0
2004.03.05.03.12.46,0.06106357732311103,0
2004.03.05.03.22.46,0.06168196689291417,0
2004.03.05.03.32.46,0.06154865960251925,0
2004.03.05.03.42.46,0.061593193027002946,0
2004.03.05.03.52.46,0.06072776991064004,0
2004.03.05.04.02.46,0.060740514673567725,0
2004.03.05.04.12.46,0.06307573611992744,0
2004.03.05.04.22.46,0.06070564968992629,0
2004.03.05.04.32.46,0.06301411201718743,0
2004.03.05.04.42.46,0.06058147370477036,0
2004.03.05.04.52.46,0.06125377215684327,0
2004.03.05.05.02.46,0.06141037160017575,0
2004.03.05.05.12.46,0.06205493432296486,0
2004.03.05.05.22.46,0.0607640021485421,0
2004.03.05.05.32.46,0.06224508032618757,0
2004.03.05.05.42.46,0.0599969236779134,0
2004.03.05.05.52.46,0.06124571512280872,0
2004.03.05.06.02.46,0.06132477171736848,0
2004.03.05.06.12.46,0.05995141364324409,0
2004.03.05.06.22.46,0.06182264759021414,0
2004.03.05.06.32.46,0.06150378436447078,0
2004.03.05.06.42.46,0.061426143854680176,0
2004.03.05.06.52.46,0.06177201035206756,0
2004.03.05.07.02.46,0.06073402021583103,0
2004.03.05.07.12.46,0.06278631769129348,0
2004.03.05.07.22.46,0.06045817666878212,0
2004.03.05.07.32.46,0.05948405683871228,0
2004.03.05.07.42.46,0.061760388690853464,0
2004.03.05.07.52.46,0.06054387421260768,0
2004.03.05.08.02.46,0.060384589091263464,0
2004.03.05.08.12.46,0.06057400263684689,0
2004.03.05.08.22.46,0.059754187216172115,0
2004.03.05.08.32.46,0.059672444943599925,0
2004.03.05.08.42.46,0.060348893988963995,0
2004.03.05.08.52.46,0.06084564676009514,0
2004.03.05.09.02.46,0.05899438449142983,0
2004.03.05.09.12.46,0.059779725572537946,0
2004.03.05.09.22.46,0.05963523609551202,0
2004.03.05.09.32.46,0.058185507104838434,0
2004.03.05.09.42.46,0.05870428243566519,0
2004.03.05.09.52.46,0.059011572830704025,0
2004.03.05.10.02.46,0.05848732848283545,0
2004.03.05.10.12.46,0.05984618389569771,0
2004.03.05.10.22.46,0.05993647150739765,0
2004.03.05.10.32.46,0.059694613994823585,0
2004.03.05.10.42.46,0.05943571463450305,0
2004.03.05.10.52.46,0.05972435177498866,0
2004.03.05.11.02.46,0.05851257385614454,0
2004.03.05.11.12.46,0.05918770447775716,0
2004.03.05.11.22.46,0.05965476829923282,0
2004.03.05.11.32.46,0.058923531422432354,0
2004.03.05.11.42.46,0.05921998144440606,0
2004.03.05.11.52.46,0.06029967283558718,0
2004.03.05.12.02.46,0.05982460081058652,0
2004.03.05.12.12.46,0.06026124322476629,0
2004.03.05.12.22.46,0.05844538307534498,0
2004.03.05.12.32.46,0.060455930465354135,0
2004.03.05.12.42.46,0.06026837247912482,0
2004.03.05.12.52.46,0.060330191903901376,0
2004.03.05.13.02.46,0.060320083988476034,0
2004.03.05.13.12.46,0.06159719712876536,0
2004.03.05.13.22.46,0.059990526881195015,0
2004.03.05.13.32.46,0.062022950339372246,0
2004.03.05.13.42.46,0.0602793593437173,0
2004.03.05.13.52.46,0.060314419649396635,0
2004.03.05.14.02.46,0.060263538258704126,0
2004.03.05.14.12.46,0.06019693344401569,0
2004.03.05.14.22.46,0.05959373016260534,0
2004.03.05.14.32.46,0.05933531910737754,0
2004.03.05.14.42.46,0.05966165340104518,0
2004.03.05.14.52.46,0.0610249035597438,0
2004.03.05.15.02.46,0.05959094682357512,0
2004.03.05.15.12.46,0.05936139459934522,0
2004.03.05.15.22.46,0.06118008691830602,0
2004.03.05.15.32.46,0.06136251770105928,0
2004.03.05.15.42.46,0.06011011279847598,0
2004.03.05.15.52.46,0.06014771229063861,0
2004.03.05.16.02.46,0.060456418770447135,0
2004.03.05.16.12.46,0.05958787050148894,0
2004.03.05.16.22.46,0.06006577469602957,0
2004.03.05.16.32.46,0.06051462473753616,0
2004.03.05.16.42.46,0.06191635333756505,0
2004.03.05.16.52.46,0.0614184286342105,0
2004.03.05.17.02.46,0.06095644318570161,0
2004.03.05.17.12.46,0.06068670345231667,0
2004.03.05.17.22.46,0.05991347233751603,0
2004.03.05.17.32.46,0.061063528492602034,0
2004.03.05.17.42.46,0.06022393671565917,0
2004.03.05.17.52.46,0.06167215196054461,0
2004.03.05.18.02.46,0.061695590605009565,0
2004.03.05.18.12.46,0.060874603252111324,0
2004.03.05.18.22.46,0.059894477269397804,0
2004.03.05.18.32.46,0.061037013526050996,0
2004.03.05.18.42.46,0.06102226671224186,0
2004.03.05.18.52.46,0.0598563894721412,0
2004.03.05.19.02.46,0.06065144782460011,0
2004.03.05.19.12.46,0.06083177889545315,0
2004.03.05.19.22.46,0.06018951120660141,0
2004.03.05.19.32.46,0.06083138825137913,0
2004.03.05.19.42.46,0.06126505200449199,0
2004.03.05.19.52.46,0.061298598564382106,0
2004.03.05.20.02.46,0.061469554177449794,0
2004.03.05.20.12.46,0.061814004590067514,0
2004.03.05.20.22.46,0.06164759021436509,0
2004.03.05.20.32.46,0.060324625225840214,0
2004.03.05.20.42.46,0.059172176375798816,0
2004.03.05.20.52.46,0.05989525855754646,0
2004.03.05.21.02.46,0.06025220958054608,0
2004.03.05.21.12.46,0.058781288148835,0
2004.03.05.21.22.46,0.06049338346598931,0
2004.03.05.21.32.46,0.06018765564724799,0
2004.03.05.21.42.46,0.06043263831241738,0
2004.03.05.21.52.46,0.06285179940426708,0
2004.03.05.22.02.46,0.06157405146735622,0
2004.03.05.22.12.46,0.06189735826944571,0
2004.03.05.22.22.46,0.06054480199228473,0
2004.03.05.22.32.46,0.061180624053908755,0
2004.03.05.22.42.46,0.060908296303529876,0
2004.03.05.22.52.46,0.059772742809707215,0
2004.03.05.23.02.46,0.06134552468382155,0
2004.03.05.23.12.46,0.061747839249962924,0
2004.03.05.23.22.46,0.06093207676156021,0
2004.03.05.23.32.46,0.06117603398603415,0
2004.03.05.23.42.46,0.05985492455686303,0
2004.03.05.23.52.46,0.06000434591532734,0
2004.03.06.00.02.46,0.060819961912202465,0
2004.03.06.00.12.46,0.058697446164362795,0
2004.03.06.00.22.46,0.062192441037159645,0
2004.03.06.00.32.46,0.06050578641535217,0
2004.03.06.00.42.46,0.06048864690658695,0
2004.03.06.00.52.46,0.05926602861467792,0
2004.03.06.01.02.46,0.05877039894526082,0
2004.03.06.01.12.46,0.0602767713267247,0
2004.03.06.01.22.46,0.06000600615264349,0
2004.03.06.01.32.46,0.05913594413789733,0
2004.03.06.01.42.46,0.057909663557790855,0
2004.03.06.01.52.46,0.05968030665559746,0
2004.03.06.02.02.46,0.05979735338639552,0
2004.03.06.02.12.46,0.059753845402606406,0
2004.03.06.02.22.46,0.059691488842228115,0
2004.03.06.02.32.46,0.058152302358513326,0
2004.03.06.02.42.46,0.05966541335026103,0
2004.03.06.02.52.46,0.05806631183163158,0
2004.03.06.03.02.46,0.05873441085990468,0
2004.03.06.03.12.46,0.06092543581229499,0
2004.03.06.03.22.46,0.059643439621074795,0
2004.03.06.03.32.46,0.05955798622979628,0
2004.03.06.03.42.46,0.058134430392108825,0
2004.03.06.03.52.46,0.05945368426192653,0
2004.03.06.04.02.46,0.05825919234337568,0
2004.03.06.04.12.46,0.05962146589188848,0
2004.03.06.04.22.46,0.05761780360369129,0
2004.03.06.04.32.46,0.059474925533472806,0
2004.03.06.04.42.46,0.05800463889838264,0
2004.03.06.04.52.46,0.058884906489574444,0
2004.03.06.05.02.46,0.05872659797841656,0
2004.03.06.05.12.46,0.05814629620586857,0
2004.03.06.05.22.46,0.05867425167244432,0
2004.03.06.05.32.46,0.057538942331168234,0
2004.03.06.05.42.46,0.05781874114946985,0
2004.03.06.05.52.46,0.058803310708530156,0
2004.03.06.06.02.46,0.05749860833048406,0
2004.03.06.06.12.46,0.058229894037794196,0
2004.03.06.06.22.46,0.05821983495287812,0
2004.03.06.06.32.46,0.05833126617510537,0
2004.03.06.06.42.46,0.05821729576639443,0
2004.03.06.06.52.46,0.05895165779578975,0
2004.03.06.07.02.46,0.05782635870892095,0
2004.03.06.07.12.46,0.057560134772205084,0
2004.03.06.07.22.46,0.05875164802968887,0
2004.03.06.07.32.46,0.056799648420332305,0
2004.03.06.07.42.46,0.05881415108159531,0
2004.03.06.07.52.46,0.05852956687338223,0
2004.03.06.08.02.46,0.05821871185116413,0
2004.03.06.08.12.46,0.059536940280286596,0
2004.03.06.08.22.46,0.05831319888666431,0
2004.03.06.08.32.46,0.05916700034181313,0
2004.03.06.08.42.46,0.05797802627081322,0
2004.03.06.08.52.46,0.05799038038966726,0
2004.03.06.09.02.46,0.05845304946530551,0
2004.03.06.09.12.46,0.057366424141803436,0
2004.03.06.09.22.46,0.058290199716782176,0
2004.03.06.09.32.46,0.05796166805019726,0
2004.03.06.09.42.46,0.05805776649250407,0
2004.03.06.09.52.46,0.05783216953952756,0
2004.03.06.10.02.46,0.05668616631671397,0
2004.03.06.10.12.46,0.05678036036915802,0
2004.03.06.10.22.46,0.058360515650178184,0
2004.03.06.10.32.46,0.05658274329801179,0
2004.03.06.10.42.46,0.05687133160798792,0
2004.03.06.10.52.46,0.056073880560573316,0
2004.03.06.11.02.46,0.0577725963181789,0
2004.03.06.11.12.46,0.05814834708725962,0
2004.03.06.11.22.46,0.056600468772888754,0
2004.03.06.11.32.46,0.0574063186679033,0
2004.03.06.11.42.46,0.05709170369646885,0
2004.03.06.11.52.46,0.056800185555934836,0
2004.03.06.12.02.46,0.05665139899409096,0
2004.03.06.12.12.46,0.05672317984276524,0
2004.03.06.12.22.46,0.057808926217100376,0
2004.03.06.12.32.46,0.05819302700327072,0
2004.03.06.12.42.46,0.057267444699447695,0
2004.03.06.12.52.46,0.05793066067679012,0
2004.03.06.13.02.46,0.056022022559694566,0
2004.03.06.13.12.46,0.05625855754675446,0
2004.03.06.13.22.46,0.05825255139411083,0
2004.03.06.13.32.46,0.05756291811123554,0
2004.03.06.13.42.46,0.057154890375505876,0
2004.03.06.13.52.46,0.05819341764734574,0
2004.03.06.14.02.46,0.05782289174276013,0
2004.03.06.14.12.46,0.057519263635919395,0
2004.03.06.14.22.46,0.05681913179354448,0
2004.03.06.14.32.46,0.05594506567703462,0
2004.03.06.14.42.46,0.057772596318179534,0
2004.03.06.14.52.46,0.05809736803554865,0
2004.03.06.15.02.46,0.057646906587235,0
2004.03.06.15.12.46,0.05679452121685568,0
2004.03.06.15.22.46,0.056483324381072626,0
2004.03.06.15.32.46,0.057402168074612694,0
2004.03.06.15.42.46,0.05747858782167058,0
2004.03.06.15.52.46,0.058123638849552704,0
2004.03.06.16.02.46,0.05678441330143,0
2004.03.06.16.12.46,0.056925435812294894,0
2004.03.06.16.22.46,0.057752575809365096,0
2004.03.06.16.32.46,0.05745226817715705,0
2004.03.06.16.42.46,0.05746755212656816,0
2004.03.06.16.52.46,0.05910376483226642,0
2004.03.06.17.02.46,0.05575828897895344,0
2004.03.06.17.12.46,0.05702197372918553,0
2004.03.06.17.22.46,0.05766048146882153,0
2004.03.06.17.32.46,0.05802690561062483,0
2004.03.06.17.42.46,0.057174276087699184,0
2004.03.06.17.52.46,0.05851213438156113,0
2004.03.06.18.02.46,0.05703320474632564,0
2004.03.06.18.12.46,0.05738136627765,0
2004.03.06.18.22.46,0.05625997363152454,0
2004.03.06.18.32.46,0.05758396406074455,0
2004.03.06.18.42.46,0.05689799306606728,0
2004.03.06.18.52.46,0.05757825089115595,0
2004.03.06.19.02.46,0.058001318423750725,0
2004.03.06.19.12.46,0.05750783729674304,0
2004.03.06.19.22.46,0.056601738366130236,0
2004.03.06.19.32.46,0.05742233507495444,0
2004.03.06.19.42.46,0.05749089311001476,0
2004.03.06.19.52.46,0.05783705259045806,0
2004.03.06.20.02.46,0.05762356560378874,0
2004.03.06.20.12.46,0.05707261096733197,0
2004.03.06.20.22.46,0.05661902436642383,0
2004.03.06.20.32.46,0.05665647736705854,0
2004.03.06.20.42.46,0.0572474241906337,0
2004.03.06.20.52.46,0.05761907319693318,0
2004.03.06.21.02.46,0.05684501196347423,0
2004.03.06.21.12.46,0.05658733336588683,0
2004.03.06.21.22.46,0.05727179061477551,0
2004.03.06.21.32.46,0.057094194052443835,0
2004.03.06.21.42.46,0.05721719810537569,0
2004.03.06.21.52.46,0.05699653303383883,0
2004.03.06.22.02.46,0.05715659944333164,0
2004.03.06.22.12.46,0.05647209336393304,0
2004.03.06.22.22.46,0.056881244201376704,0
2004.03.06.22.32.46,0.05730504419161054,0
2004.03.06.22.42.46,0.05553542653449834,0
2004.03.06.22.52.46,0.05713223301918958,0
2004.03.06.23.02.46,0.05694052443966971,0
2004.03.06.23.12.46,0.05786864592997652,0
2004.03.06.23.22.46,0.05597656135553452,0
2004.03.06.23.32.46,0.057324088090238395,0
2004.03.06.23.42.46,0.05623731627520786,0
2004.03.06.23.52.46,0.056710728062893116,0
2004.03.07.00.02.46,0.05734513403974725,0
2004.03.07.00.12.46,0.05640119146442621,0
2004.03.07.00.22.46,0.05717779188436904,0
2004.03.07.00.32.46,0.05730821817471533,0
2004.03.07.00.42.46,0.05767249377410991,0
2004.03.07.00.52.46,0.05651604082230547,0
2004.03.07.01.02.46,0.05705205332291559,0
2004.03.07.01.12.46,0.05596801601640645,0
2004.03.07.01.22.46,0.058064944577371394,0
2004.03.07.01.32.46,0.05628668392011316,0
2004.03.07.01.42.46,0.057423116363102926,0
2004.03.07.01.52.46,0.0571431222227644,0
2004.03.07.02.02.46,0.056901557693246195,0
2004.03.07.02.12.46,0.057345427022803055,0
2004.03.07.02.22.46,0.056345134039747495,0
2004.03.07.02.32.46,0.05640001953220346,0
2004.03.07.02.42.46,0.05672200791054159,0
2004.03.07.02.52.46,0.05538219639630774,0
2004.03.07.03.02.46,0.05587015967576516,0
2004.03.07.03.12.46,0.056395771277893844,0
2004.03.07.03.22.46,0.056691781825284115,0
2004.03.07.03.32.46,0.05558611260315371,0
2004.03.07.03.42.46,0.05560061526441677,0
2004.03.07.03.52.46,0.05524063674984056,0
2004.03.07.04.02.46,0.05598691342350631,0
2004.03.07.04.12.46,0.056101323306801475,0
2004.03.07.04.22.46,0.056709360808632515,0
2004.03.07.04.32.46,0.056268225987596864,0
2004.03.07.04.42.46,0.057269056106254684,0
2004.03.07.04.52.46,0.05628883246252198,0
2004.03.07.05.02.46,0.056865471946871506,0
2004.03.07.05.12.46,0.05654978270423322,0
2004.03.07.05.22.46,0.05731632403925918,0
2004.03.07.05.32.46,0.056050686068654966,0
2004.03.07.05.42.46,0.055273304360564025,0
2004.03.07.05.52.46,0.057064505102787724,0
2004.03.07.06.02.46,0.056062893695980685,0
2004.03.07.06.12.46,0.0563596855315204,0
2004.03.07.06.22.46,0.055987743542163994,0
2004.03.07.06.32.46,0.057387714243859,0
2004.03.07.06.42.46,0.05653039699204015,0
2004.03.07.06.52.46,0.05681097709849051,0
2004.03.07.07.02.46,0.05723956247863628,0
2004.03.07.07.12.46,0.0561679281214898,0
2004.03.07.07.22.46,0.05665286390937007,0
2004.03.07.07.32.46,0.05764568582450323,0
2004.03.07.07.42.46,0.05648869573709623,0
2004.03.07.07.52.46,0.05504023633966443,0
2004.03.07.08.02.46,0.05619712876605279,0
2004.03.07.08.12.46,0.057229063919136305,0
2004.03.07.08.22.46,0.05631310122564511,0
2004.03.07.08.32.46,0.05758079007763986,0
2004.03.07.08.42.46,0.05692465452414603,0
2004.03.07.08.52.46,0.0570993212559198,0
2004.03.07.09.02.46,0.05678060452170445,0
2004.03.07.09.12.46,0.055484984618389174,0
2004.03.07.09.22.46,0.05600166023731604,0
2004.03.07.09.32.46,0.056899311489818395,0
2004.03.07.09.42.46,0.05702382928853934,0
2004.03.07.09.52.46,0.057478685482689196,0
2004.03.07.10.02.46,0.05680897504760923,0
2004.03.07.10.12.46,0.05728258215733139,0
2004.03.07.10.22.46,0.05767825577420737,0
2004.03.07.10.32.46,0.05705210215342511,0
2004.03.07.10.42.46,0.05656721519605409,0
2004.03.07.10.52.46,0.05734840568387087,0
2004.03.07.11.02.46,0.05709580545925051,0
2004.03.07.11.12.46,0.05653684261926775,0
2004.03.07.11.22.46,0.05754568094145169,0
2004.03.07.11.32.46,0.0564634015332774,0
2004.03.07.11.42.46,0.05600385761023413,0
2004.03.07.11.52.46,0.057885785438741594,0
2004.03.07.12.02.46,0.05525196542799892,0
2004.03.07.12.12.46,0.05638239171834489,0
2004.03.07.12.22.46,0.05675872845353751,0
2004.03.07.12.32.46,0.0557412959617161,0
2004.03.07.12.42.46,0.05729796376776169,0
2004.03.07.12.52.46,0.05562019629864683,0
2004.03.07.13.02.46,0.056529811025928633,0
2004.03.07.13.12.46,0.057541530348160855,0
2004.03.07.13.22.46,0.056473802431758945,0
2004.03.07.13.32.46,0.05590688021875997,0
2004.03.07.13.42.46,0.05719644513892186,0
2004.03.07.13.52.46,0.05801269593241812,0
2004.03.07.14.02.46,0.05696034962644585,0
2004.03.07.14.12.46,0.05637101420967782,0
2004.03.07.14.22.46,0.057507300161140626,0
2004.03.07.14.32.46,0.056173738952096576,0
2004.03.07.14.42.46,0.05757932516236082,0
2004.03.07.14.52.46,0.057663997265490825,0
2004.03.07.15.02.46,0.056922603642755365,0
2004.03.07.15.12.46,0.05753254553444914,0
2004.03.07.15.22.46,0.05648649836417798,0
2004.03.07.15.32.46,0.05639289027784486,0
2004.03.07.15.42.46,0.05726588212314979,0
2004.03.07.15.52.46,0.056184676986180036,0
2004.03.07.16.02.46,0.057341129937984875,0
2004.03.07.16.12.46,0.0570163093901061,0
2004.03.07.16.22.46,0.05639489232872644,0
2004.03.07.16.32.46,0.05637658088773824,0
2004.03.07.16.42.46,0.05577127789442768,0
2004.03.07.16.52.46,0.05727379266565722,0
2004.03.07.17.02.46,0.057460032228135484,0
2004.03.07.17.12.46,0.05694316128717197,0
2004.03.07.17.22.46,0.05680438497973477,0
2004.03.07.17.32.46,0.05772669563943475,0
2004.03.07.17.42.46,0.05670257336783937,0
2004.03.07.17.52.46,0.057405342057716954,0
2004.03.07.18.02.46,0.05662122173934212,0
2004.03.07.18.12.46,0.05709175252697831,0
2004.03.07.18.22.46,0.055922212998680824,0
2004.03.07.18.32.46,0.05588754333707638,0
2004.03.07.18.42.46,0.056924996337711496,0
2004.03.07.18.52.46,0.05609673323892702,0
2004.03.07.19.02.46,0.05602221788173202,0
2004.03.07.19.12.46,0.05708183993359013,0
2004.03.07.19.22.46,0.05626217100444282,0
2004.03.07.19.32.46,0.05600366228819689,0
2004.03.07.19.42.46,0.057615606230772366,0
2004.03.07.19.52.46,0.05679359343717942,0
2004.03.07.20.02.46,0.057124908442793956,0
2004.03.07.20.12.46,0.056454563211093704,0
2004.03.07.20.22.46,0.05616333805361568,0
2004.03.07.20.32.46,0.05587377313345315,0
2004.03.07.20.42.46,0.05654323941598692,0
2004.03.07.20.52.46,0.05581664143756927,0
2004.03.07.21.02.46,0.0559756335758577,0
2004.03.07.21.12.46,0.056816299624004155,0
2004.03.07.21.22.46,0.05615591581620129,0
2004.03.07.21.32.46,0.05669881341862358,0
2004.03.07.21.42.46,0.0568237218614187,0
2004.03.07.21.52.46,0.056843107573611135,0
2004.03.07.22.02.46,0.05704458225499244,0
2004.03.07.22.12.46,0.056867278675716004,0
2004.03.07.22.22.46,0.05824600810586382,0
2004.03.07.22.32.46,0.0576176571121631,0
2004.03.07.22.42.46,0.057529518042872395,0
2004.03.07.22.52.46,0.055268421309633706,0
2004.03.07.23.02.46,0.05627301137750803,0
2004.03.07.23.12.46,0.055600859416963015,0
2004.03.07.23.22.46,0.057325943649591336,0
2004.03.07.23.32.46,0.05472850236827883,0
2004.03.07.23.42.46,0.05608110747595062,0
2004.03.07.23.52.46,0.05453244787343043,0
2004.03.08.00.02.46,0.055798329996581277,0
2004.03.08.00.12.46,0.05605493432296393,0
2004.03.08.00.22.46,0.05589906733727192,0
2004.03.08.00.32.46,0.05497255725377132,0
2004.03.08.00.42.46,0.05580721714927429,0
2004.03.08.00.52.46,0.05568875433370718,0
2004.03.08.01.02.46,0.05766648762146537,0
2004.03.08.01.12.46,0.05696542799941385,0
2004.03.08.01.22.46,0.057240050783729464,0
2004.03.08.01.32.46,0.05731783778504756,0
2004.03.08.01.42.46,0.05538561453195857,0
2004.03.08.01.52.46,0.05754353239904217,0
2004.03.08.02.02.46,0.05694589579569249,0
2004.03.08.02.12.46,0.05580326187802093,0
2004.03.08.02.22.46,0.056722740368181604,0
2004.03.08.02.32.46,0.0553228673275058,0
2004.03.08.02.42.46,0.05597065286390899,0
2004.03.08.02.52.46,0.056262415156989334,0
2004.03.08.03.02.46,0.055991649982908766,0
2004.03.08.03.12.46,0.05735616973484977,0
2004.03.08.03.22.46,0.05608013086576436,0
2004.03.08.03.32.46,0.056386737633672836,0
2004.03.08.03.42.46,0.05720337907124285,0
2004.03.08.03.52.46,0.05665803994335556,0
2004.03.08.04.02.46,0.05800249035597363,0
2004.03.08.04.12.46,0.05649572733043534,0
2004.03.08.04.22.46,0.05630680208994531,0
2004.03.08.04.32.46,0.056186874359099116,0
2004.03.08.04.42.46,0.05724473851262278,0
2004.03.08.04.52.46,0.055849162556764996,0
2004.03.08.05.02.46,0.05691723228673249,0
2004.03.08.05.12.46,0.05596391425362474,0
2004.03.08.05.22.46,0.05727652717417785,0
2004.03.08.05.32.46,0.0564089555154058,0
2004.03.08.05.42.46,0.05650329605937752,0
2004.03.08.05.52.46,0.055710679232383965,0
2004.03.08.06.02.46,0.05536305483666131,0
2004.03.08.06.12.46,0.056650666536451656,0
2004.03.08.06.22.46,0.056415938278236044,0
2004.03.08.06.32.46,0.056867766980809434,0
2004.03.08.06.42.46,0.056099125933882894,0
2004.03.08.06.52.46,0.055572781874114324,0
2004.03.08.07.02.46,0.05686610674349271,0
2004.03.08.07.12.46,0.05624600810586443,0
2004.03.08.07.22.46,0.057715904096879336,0
2004.03.08.07.32.46,0.057553200839884154,0
2004.03.08.07.42.46,0.05733795595487981,0
2004.03.08.07.52.46,0.05706831388251331,0
2004.03.08.08.02.46,0.056914302456174196,0
2004.03.08.08.12.46,0.05655427511108884,0
2004.03.08.08.22.46,0.05683846867522778,0
2004.03.08.08.32.46,0.05673431319888614,0
2004.03.08.08.42.46,0.057740807656623414,0
2004.03.08.08.52.46,0.05727169295375659,0
2004.03.08.09.02.46,0.058064944577371144,0
2004.03.08.09.12.46,0.05812222276478274,0
2004.03.08.09.22.46,0.05759465794228194,0
2004.03.08.09.32.46,0.058487523804872724,0
2004.03.08.09.42.46,0.05740001953220306,0
2004.03.08.09.52.46,0.05865623321451188,0
2004.03.08.10.02.46,0.057701352605107045,0
2004.03.08.10.12.46,0.0582008398847597,0
