,B1_a_mean,B1_a_std,B1_a_skew,B1_a_rms,B1_a_p2p,B1_b_mean,B1_b_std,B1_b_skew,B1_b_rms,B1_b_p2p,B2_a_mean,B2_a_std,B2_a_skew,B2_a_rms,B2_a_p2p,B2_b_mean,B2_b_std,B2_b_skew,B2_b_rms,B2_b_p2p,B3_a_mean,B3_a_std,B3_a_skew,B3_a_rms,B3_a_p2p,B3_b_mean,B3_b_std,B3_b_skew,B3_b_rms,B3_b_p2p,B4_a_mean,B4_a_std,B4_a_skew,B4_a_rms,B4_a_p2p,B4_b_mean,B4_b_std,B4_b_skew,B4_b_rms,B4_b_p2p
2003-10-22 12:54:13,0.10468308999462786,0.08104106786268503,-0.06692394047232152,0.12513770002277722,0.845,0.10186430001464734,0.07128185293245977,0.059840347761524734,0.11929656345531772,0.855,0.10725054934322911,0.08932619147157551,-0.07840856213159489,0.130260039964763,0.954,0.10219888666438665,0.07658080467898128,-0.04332466768543914,0.12159435037961444,0.6890000000000001,0.10775057375848363,0.09110064688539882,0.021095464442627488,0.13051028136387124,0.855,0.10932203720884813,0.09300293317795778,-0.03214449081151435,0.13255933665075334,0.9590000000000001,0.11661458079007588,0.05868275240736402,0.016761717656023772,0.12915947101766168,0.615,0.0978650813027961,0.06527645145835852,-0.049575002871815654,0.11358975913583125,0.771
2003-10-22 12:59:13,0.1041566971043493,0.08085518818870156,-0.06674657766660874,0.1248131344106548,0.913,0.10169090287611514,0.07056287280279423,0.10547968719835031,0.11883847620583639,0.9279999999999999,0.10735250744665244,0.09011198269915197,-0.07892370581446041,0.1306801848350801,0.794,0.10311436105278403,0.07673206801418136,0.003158469607709283,0.12231485928134683,0.8859999999999999,0.10846408516040748,0.09279532215138242,0.02929528651886781,0.1314236336917705,0.966,0.11041339909175155,0.09499230298684735,0.007687255363127549,0.13386468136750235,0.962,0.08320528346110542,0.05923851292721727,0.08127087029109774,0.09749945791723659,0.652,0.09803261878021273,0.0663045064320945,0.015643371351627373,0.1138454434716978,0.887
2003-10-22 13:04:13,0.10392235949020875,0.07993350325773652,-0.05274085738387001,0.12413851150065998,0.906,0.10128199619121875,0.06997148131930098,0.058320581368491685,0.11834017571122102,1.026,0.10717217637579993,0.08862159159876958,-0.05796393151112951,0.1297467558942093,0.862,0.1026650227061857,0.07580260694082505,-0.03543914936023536,0.12176666822372675,0.826,0.10741676839689362,0.0906784698129323,0.04954992569418144,0.12975440597308138,0.9710000000000001,0.108679964842033,0.0940360355492977,-0.07686357983063004,0.1323085598423954,1.138,0.09538615166755972,0.059241737065627055,0.03242593251552739,0.10927381117576794,0.652,0.09788119537086586,0.0655736459495759,0.05177889400189468,0.11356719396160886,0.855
2003-10-22 13:09:13,0.1042470335465585,0.07999451884968035,-0.02854689634595773,0.12445107972096132,1.043,0.10125523707212117,0.07029163563865948,0.0974100998939985,0.11842204215172994,0.888,0.10707139020459983,0.08841124713125625,-0.07296595786816604,0.12998664811404367,0.8879999999999999,0.10282357536989008,0.0761825574345691,-0.026722597542505624,0.12204607929372521,0.76,0.10861780360369068,0.0921095687408808,0.005228708382061653,0.1316171793071258,1.052,0.1105315200937545,0.09507585878673809,0.008819898660974308,0.13422797191624508,1.013,0.0946526685873313,0.058209668202334315,0.012289784123880338,0.1083844537015787,0.599,0.09878446213193887,0.06623690967386918,-0.03986275684111124,0.11471107804966262,0.8420000000000001
2003-10-22 13:14:13,0.1043275550563983,0.080060473041554,-0.08723515356089429,0.12467460180709855,0.9709999999999999,0.10121846769861706,0.07052003680323891,0.0679615363547601,0.11853572973821655,0.984,0.10692987938864126,0.08901251785124366,-0.06483855171194468,0.12989282337276464,0.967,0.10188519947262971,0.07514192443914774,-0.02389596736468106,0.12088489774919443,0.74,0.10806186825528571,0.09237626133248325,0.004219865587198233,0.13108737821611427,0.952,0.10933580741247088,0.09512443699530879,0.005393315430696598,0.13279389175112863,0.914,0.09508330484886737,0.05868047548215869,0.028430964594609573,0.10896480364780899,0.718,0.09794584696518133,0.06540782597396294,0.0010269296747164823,0.11352221662160648,0.791
2003-10-22 13:19:13,0.10721783290199659,0.08581050773199612,-0.0021936764309406546,0.12854680649108177,0.966,0.10384862542116136,0.07817996770212002,0.07694631977058795,0.12316643337797172,1.059,0.10730528834415677,0.08969752924352786,-0.10418926601731045,0.13042186935875283,0.861,0.1021887299184524,0.07604579621041749,-0.09723534073415434,0.12172585469149927,0.864,0.10786288392987972,0.09210709601812439,0.048359731395725136,0.1303970430544557,0.974,0.10822784315640353,0.09526919365963343,0.011713948135603803,0.13185826289699704,1.1909999999999998,0.09579325162361228,0.05896487269375671,-0.048061267425731295,0.10981642477671445,0.661,0.09825426046193451,0.06579833995333367,0.05187551646353103,0.11387714627429135,1.004
2003-10-22 13:24:13,0.10568924263879993,0.08283211849484123,-0.03133291467824667,0.12662059638339934,1.05,0.10132120709018878,0.07078031876774335,0.07788333789896139,0.11852532389705832,0.9790000000000001,0.1084139362273542,0.0903478538676328,-0.05521995300672464,0.13147142663813574,0.845,0.10270389179158991,0.07612884399413752,-0.05877712402422017,0.12195025418315734,0.779,0.10811763269690827,0.09162587752802014,0.03246991975922291,0.13061891999573638,0.9380000000000001,0.11039391571854076,0.09541323982704393,0.06093915678263745,0.13368023797736464,1.054,0.09654841544997049,0.059541286972498615,-0.01319398236227114,0.11068668798732041,0.623,0.09734488988719985,0.06573228038892884,0.052067002917473966,0.11294282510311389,0.749
2003-10-22 13:29:13,0.10617954978270328,0.08397080243519045,-0.00980154729804118,0.12733610051459254,0.887,0.10266175106206246,0.07268830297764567,0.1579467270977842,0.12034762100002332,1.018,0.10858835880658144,0.09099390398069607,-0.07303814615229356,0.1317322688033362,1.1500000000000001,0.1029660627960334,0.0765669528873131,-0.07226280977030429,0.12242182237207566,0.9179999999999999,0.10861189511206479,0.09230138446573197,0.02266777582817032,0.1314457786475249,0.855,0.10964148640070329,0.0948266486730359,0.009673146632257395,0.1332077105688257,0.876,0.0976962742321377,0.060445955673953854,-0.0497815717006082,0.11208676218859545,0.727,0.09827120464866189,0.06686145750431494,-0.005381616189360652,0.11426460570619942,0.837
2003-10-22 13:34:13,0.10475648225010822,0.08314840335072267,-0.06806562437740248,0.12591936510374518,0.9750000000000001,0.10147536500805539,0.0716623504880784,0.04584858364804351,0.11905206060556194,0.996,0.10822549929195699,0.09007812151467308,-0.05284252998750496,0.1312444141475508,0.806,0.10358113189120448,0.07769332174688949,-0.043555159344079185,0.12333354466807722,0.72,0.10788241613359939,0.09262516072999995,-0.028231941015727065,0.1310750356623094,0.857,0.11008203525562658,0.09608276641110815,0.0074876721247459045,0.13375837979447286,0.959,0.09590819864250988,0.06004640162672223,0.0005395454618367403,0.11015718497063336,0.708,0.09813843449387025,0.06643233790533064,0.005342785694574006,0.11407156327895114,0.862
2003-10-22 13:39:13,0.10531749597148243,0.08215374958862766,-0.10308205609949649,0.12636230123496936,0.8919999999999999,0.10217315298598394,0.07175604186380893,0.11725581456747398,0.11959428011213097,0.962,0.10749533668636133,0.09000768239007567,-0.08617189564122871,0.13058801476802817,0.783,0.10254563211094198,0.07713036500380216,-0.07967346192963541,0.12232605987705632,0.7370000000000001,0.10827139997070062,0.09316976321030468,-0.008518940034114875,0.13155037420013269,0.827,0.10996205869427216,0.095588178846163,0.04140904625990409,0.13330056572387747,0.959,0.04843400556667676,0.06018969201431937,-0.026724715482183036,0.06224347443602941,0.583,0.09743571463450201,0.06540817034680012,-0.00987575675483762,0.11322985493601283,0.855
2003-10-22 13:44:13,0.10549182088969075,0.08311520318912086,-0.06518049213318551,0.1264429769008126,0.9450000000000001,0.10124083207187654,0.07125213173491984,0.22095954017595654,0.11851621376191193,1.04,0.1084598857366075,0.09020118000375216,-0.10474174702027951,0.13171434316994216,0.9480000000000001,0.10339176717613027,0.07662535285892765,-0.05525153298535729,0.12295478356971684,0.734,0.10814829825675076,0.09289786629180884,0.04051572457334678,0.13110468917401172,0.899,0.10925303969920425,0.0948458183246539,0.036126282349023264,0.13245636768498453,1.177,0.09690385272718198,0.06067996222881786,0.0625135716088074,0.11089497417656922,0.586,0.09793925484642585,0.06617720924068052,0.008587614541133737,0.1136995521692348,0.801
2003-10-22 13:49:13,0.10625343034327717,0.08409530871220673,-0.02470409267106599,0.12722138816074577,0.9329999999999999,0.1028457444211131,0.07383579186240634,0.12081882062927529,0.12087384841570081,1.0230000000000001,0.10810566922212936,0.09105655465862343,-0.059957178168909615,0.13135340452651795,0.952,0.10262278431563918,0.07759915429791484,-0.06128783899972759,0.12241078671080965,0.769,0.10746227843156354,0.09131047144657788,-0.003724301122424622,0.13032555778984053,0.908,0.10945685824503128,0.09609385284336772,-0.0092712857098268,0.13337009761794452,0.947,0.09639088822696174,0.061459858804908354,0.017082486167751706,0.11081303813352406,0.679,0.09874119830069633,0.06557285843681256,0.04796129727853441,0.1141496471754974,0.837
2003-10-22 13:54:13,0.10526539381805605,0.08369085117117679,-0.001390091473597257,0.12629180303040857,0.972,0.10216910005371231,0.07216268658110886,0.11499614181821417,0.11950489423893049,0.906,0.1086124810781764,0.09154481409051145,-0.051814126238369375,0.1319421718249849,0.908,0.10262278431563958,0.07681597720485836,-0.026254874708465676,0.12184994882964298,0.889,0.10832096293764336,0.09277794793037508,0.0540671481318167,0.13109445335696687,1.05,0.10955583768738657,0.09522125247613002,-0.052043035664343915,0.13337450114816293,0.94,0.09346135065188538,0.06027070095700917,-0.0035347469932675204,0.10777899463782763,0.628,0.09812388300209794,0.06614388424506781,-0.04783234354218627,0.11403720042261878,0.901
2003-10-22 13:59:13,0.10609648908638135,0.08551452345490618,-0.10158145326109172,0.12775334070134725,0.9650000000000001,0.10265198496020142,0.07349943025562707,0.04125901455375431,0.12073182166414086,0.8420000000000001,0.10770242687631092,0.09171837661593532,-0.09125354936737626,0.13138287571912916,0.984,0.10282128033595253,0.07758645240612821,-0.06395386743500223,0.12260963447836117,0.791,0.1081904389862781,0.09277683002427121,0.030282923492341164,0.13107334358110034,0.866,0.10990717320181614,0.0969386681683533,0.0057464442385620745,0.13405928261204364,1.148,0.13393940133795457,0.06174441613174176,-0.04289847164918821,0.14640902188572813,0.8109999999999999,0.0992197372918581,0.06761605102005715,-0.052894312021865335,0.11547162604174095,0.769
2003-10-22 14:04:13,0.10451701743249046,0.08395221214671489,0.00845562528888064,0.1255880971082073,0.908,0.10097646369451495,0.0727641646869704,0.1016361093537719,0.11874170542425644,0.96,0.10767337272327714,0.09144238121211569,-0.06898178785816367,0.13114901529222295,0.7929999999999999,0.10229254358122898,0.078375880020466,-0.06224312724534699,0.12241146225780633,0.659,0.10852487914448906,0.09421431891977679,0.03673539713698378,0.131700416132053,0.9279999999999999,0.10941002978660973,0.09720251372430608,-0.017990909683385677,0.13361221404270504,0.983,0.22917862200302808,0.061758224505238164,-0.06448539012709581,0.23725826971297478,0.8380000000000001,0.097831583573415,0.06664325751893638,0.033861605228901415,0.11367330403312433,0.7230000000000001
2003-10-22 14:09:13,0.10488104887933841,0.08273628165182577,-0.06464591683448109,0.1258155482259613,0.984,0.10080077152204517,0.07168227288518857,0.13187632734845853,0.11827822295045523,1.143,0.10844992431271011,0.0912175612678776,-0.05550136455204607,0.1318892144229304,0.883,0.10236969578592565,0.07707480086333493,-0.06138126928461554,0.12197235579788435,0.813,0.10834440158210797,0.0930228860611576,0.04509905645350144,0.13117622260539583,0.976,0.10947809951657711,0.09663808001586603,-0.0008095582002313762,0.13350003223361884,0.979,0.08900585966111492,0.06064310636488763,0.018577666077369305,0.10374279520530386,0.759,0.10238229405732542,0.06618364313615395,0.005650906280691416,0.11791197562504233,0.745
2003-10-22 14:14:13,0.10581224669173205,0.0834286188410041,0.014531753240657565,0.12674585859710433,0.9550000000000001,0.1015768836368953,0.07164429157424151,0.11124869455202013,0.11911213956637541,1.0739999999999998,0.10766897797743936,0.09048598488385615,-0.06731374960850685,0.13091417444404088,0.821,0.1020920943405429,0.07688988061411997,-0.016362826781925674,0.12159087039199828,0.733,0.10856086722984461,0.09316806015335999,0.002319992484072683,0.13169818018705967,0.9199999999999999,0.1095409932125586,0.09682128547280845,-0.0297055109032254,0.13391926030150092,0.986,0.09618604424043944,0.05988479359325859,-0.03731099244875375,0.11047117038532289,0.669,0.09818384686752134,0.06578463760511427,-0.05167908957788357,0.1139333300722515,0.788
2003-10-22 14:19:13,0.10535831827725874,0.08227992424194615,-0.016705673667641963,0.12589123328220794,0.8220000000000001,0.10142223741393465,0.07174022954489422,0.15782730302496867,0.11877747422479498,1.087,0.10925733678402284,0.09137149797927421,-0.06732778532823518,0.13246705894357805,0.9790000000000001,0.10337374871819835,0.07785802982322608,-0.02652603595798551,0.12317317478997286,0.694,0.1090226573563153,0.094035709039045,0.01744934695381362,0.13241671711691133,0.909,0.11007075540797813,0.09659098641401086,0.03883918623593554,0.13381465678769847,0.97,0.0981838956980307,0.06017133616270877,-0.0366330166737853,0.11237687936480642,0.6639999999999999,0.09786903657404976,0.06645188566337583,0.021461866768721794,0.11382474408850997,0.952
2003-10-22 14:24:13,0.10601372137311374,0.08493093998871618,-0.1119744307872004,0.12770672808762895,1.162,0.10192416621905262,0.0732293148134853,0.11970502931054551,0.11969309497305074,0.825,0.10842375115972493,0.09071829703308039,-0.0732013137516981,0.13153466365397964,0.9199999999999999,0.10215699008740578,0.07591515547894656,-0.0713690332723109,0.1216166640283447,0.749,0.10853444992431181,0.09332903251683126,0.04765088320998603,0.1315340138023336,1.083,0.11036310366717031,0.0961767148885156,-0.00903986350854254,0.13421703837190588,1.0110000000000001,0.09532242785292067,0.06004161176759939,0.0003584660833737217,0.10948550557695738,0.713,0.09767268909614517,0.06513022766794532,-0.007714493195985507,0.11321930970657833,0.728
2003-10-22 14:29:13,0.10600405293227089,0.08312287935951243,-0.11608894938131613,0.12737871152286806,0.8739999999999999,0.1026025196542791,0.07293529875954068,0.19903760019306302,0.12020024086985497,1.226,0.107422530396992,0.09079270451277589,-0.08817064081400296,0.13088468706711892,0.778,0.10214492895160775,0.07611331938925064,-0.06912408686104157,0.12160593255334849,0.754,0.10847834366912389,0.09208627558484289,0.03227960898553856,0.13106824746083884,0.8,0.11011870696811328,0.09620323519976272,-0.0072492643115987234,0.1340725780113812,1.049,0.09722696420723427,0.06120904982420121,-0.025380699882514846,0.1117895907201934,0.696,0.1003842961082063,0.06617437575047906,0.09146612023563878,0.11584654164873996,0.849
2003-10-22 14:34:13,0.10523394697006577,0.08151516420713208,-0.08862582381468767,0.12579750031111753,0.883,0.10118833927437706,0.07154821263120913,0.1868443551401436,0.1185012432656331,1.064,0.10855906050100045,0.09058977198880361,-0.11337692441189041,0.13188493494790893,0.918,0.10272791640216658,0.07692148700622968,-0.07192892090536096,0.12237899668261866,0.789,0.10833575858196097,0.09278443605606344,0.05725783462339861,0.13123500372404953,0.932,0.10956589677230257,0.09571997389160912,-0.009304748371342954,0.13346841595494546,1.035,0.09719136676595391,0.06130917110958411,0.008846585554581031,0.11167602581981223,1.018,0.09959514624737338,0.0677800058390743,0.05342707362527658,0.11565489120677845,1.057
2003-10-22 14:39:13,0.10542126080374885,0.08289965385552799,-0.050041349354815336,0.12645137211297225,0.928,0.10130113775086583,0.07187520401581825,0.08176099155998034,0.11877435386517844,0.852,0.10845676058401232,0.09139446121792846,-0.03919222970252056,0.1316577905673679,0.847,0.10238087797255556,0.07626334103342525,-0.026705684164365664,0.12160606466227193,0.6859999999999999,0.10800888715269288,0.09240882357193149,0.039879033087267916,0.13112657295032892,1.021,0.10952150983934712,0.09568025756965896,-0.013038418070785356,0.13339307528800637,1.006,0.09699672835587488,0.06058748491920247,-0.05763894351780299,0.11142167950451394,0.9299999999999999,0.09948893988964126,0.0660284891178233,0.048467364401029486,0.11513335120203734,0.913
2003-10-22 14:44:13,0.10603662288197539,0.08380450880064225,0.008921363240893009,0.12699839223569212,1.014,0.10208618584891722,0.07238594127000987,0.099555802191252,0.11979883177939507,0.9970000000000001,0.10860579129840282,0.09193170678524534,-0.07518626301845387,0.1321728160530143,0.8400000000000001,0.10259045851848121,0.07706508017164525,-0.048070791418642365,0.12224987918437295,0.764,0.1084350798378823,0.0938575663479256,0.02847783513915021,0.13163872657279732,1.092,0.1093237951071835,0.0963846701049461,-0.05703901658153467,0.13369027928730193,1.152,0.09648200595732045,0.06073983121379828,0.01742927948438534,0.11087753106849252,0.918,0.09869876458811312,0.06674533759941673,0.05249797541848153,0.11455255563427585,0.893
2003-10-22 14:49:13,0.10514800527369383,0.08352501388542302,-0.04571655931483483,0.12617728775308124,1.077,0.10179066360661922,0.07197510941023022,0.10378425390273543,0.11934762710874937,0.9890000000000001,0.10776566238585773,0.08976047992046116,-0.055451152321421275,0.1306865382801937,0.817,0.10227623419112161,0.07570006623886869,-0.08144231409565078,0.12159262435354573,0.723,0.1083661799892565,0.092330712257226,0.019244037025164674,0.1313060089327029,1.0130000000000001,0.10958513599296862,0.09540964137819186,-0.028775255120945954,0.13336069384135912,1.006,0.1031413154939185,0.060294664815959104,-0.05014775064603085,0.1170924372005007,0.751,0.09909658674739799,0.06625801935573712,0.050971760193776104,0.11487168846066975,0.86
2003-10-22 14:54:13,0.10543913277015361,0.08284171121685514,-0.05250451720414619,0.12633757737198956,0.9530000000000001,0.10154597392450712,0.07172088086221631,0.14832330365072555,0.11897225631771795,1.106,0.10790810098149312,0.09085500612109079,-0.10692649183072861,0.1314246866615074,0.793,0.10215205820596554,0.07596461627164884,-0.031037165195450342,0.12146543639603347,0.6930000000000001,0.10780882855608159,0.0921406283922759,0.0344262788698916,0.13058890022642353,1.028,0.10927613653010414,0.09583267408879843,-0.01993882488400772,0.13316119627932435,1.221,0.09809731920503717,0.06090475186425117,0.019656245082075974,0.11240882258823645,0.779,0.1038250891156766,0.0667055923234601,-0.003693547469660819,0.11947585082197672,1.008
2003-10-22 14:59:13,0.10501367254260388,0.08216074508790387,-0.04950288918096626,0.12577144477626642,0.8520000000000001,0.10128712339469548,0.07065042426775484,0.08261459656643692,0.11858761389391062,1.072,0.10899833976268374,0.09052268967374055,-0.07409508571930701,0.13216911583063617,0.884,0.10237936422676744,0.07598117392458437,-0.08118454662527555,0.12180026159975134,0.938,0.10723248205478712,0.09053006521035747,0.0061659630576448,0.12973032499949214,0.8200000000000001,0.10953635431417529,0.09549209604328364,0.03228844542720318,0.13313719180378752,1.165,0.09285809853996603,0.06016540326481528,-0.009857439929851317,0.10712007074367842,0.742,0.09833702817520198,0.06554048240917616,-0.0036578982192200823,0.11394455617932976,0.823
2003-10-22 15:04:13,0.10505884076370858,0.08213707914978861,-0.037141701215539266,0.1257198645792373,0.957,0.10181625079349359,0.0705163404122349,0.13685227592757512,0.11880609856856199,0.927,0.10842511841398511,0.09136973363117508,-0.10144517375201405,0.13202749019390878,1.023,0.10292172469358789,0.07671946272091892,-0.05099511259460088,0.12223041371450152,0.832,0.10804077347526675,0.09283255786035738,0.0463258106773253,0.1308312620583993,0.866,0.1091367254260457,0.09571343378524433,-0.019341279665602885,0.13285742366977882,0.9990000000000001,0.07453230138190274,0.06135555744452701,-0.03129953752219581,0.09001240833344595,0.877,0.09694550515161707,0.06731916230810606,0.10046468080554999,0.11303176604719939,0.933
2003-10-22 15:09:13,0.10469065872356992,0.08250382776933933,0.012184990707142854,0.12534845342918566,0.908,0.10108999462864228,0.0717877806839106,0.2051436773748237,0.11850417797392318,1.155,0.10788983837101426,0.09000517330865343,-0.08133999091560837,0.13092700731400445,0.901,0.10216348454514194,0.07627133869047527,-0.052298230189079954,0.12154415289347695,0.666,0.10756828946725817,0.09165178874098383,0.026393316215806893,0.13005280679516515,0.881,0.10932662727672197,0.09595242182419811,-0.03817863361643571,0.13346898376560457,0.9400000000000001,0.09630846232725965,0.06065045311980332,0.003666368503320555,0.1106128101056153,0.7150000000000001,0.09720762732555085,0.06597835272804471,-0.005090687004183853,0.11301281231286406,0.896
