,signal,anomaly
2004.03.05.03.02.46,0.05344587138043752,0
2004.03.05.03.12.46,0.05449636212705598,0
2004.03.05.03.22.46,0.05378573172518099,0
2004.03.05.03.32.46,0.05356589677230288,0
2004.03.05.03.42.46,0.05416919771473127,0
2004.03.05.03.52.46,0.05564578348552164,0
2004.03.05.04.02.46,0.052384589091263596,0
2004.03.05.04.12.46,0.054825137946188575,0
2004.03.05.04.22.46,0.05345446555007552,0
2004.03.05.04.32.46,0.05294745837199011,0
2004.03.05.04.42.46,0.05377562380975559,0
2004.03.05.04.52.46,0.05482108501391612,0
2004.03.05.05.02.46,0.05338688412520089,0
2004.03.05.05.12.46,0.05230909712388206,0
2004.03.05.05.22.46,0.05548376385565667,0
2004.03.05.05.32.46,0.05316158015528026,0
2004.03.05.05.42.46,0.0533827823624191,0
2004.03.05.05.52.46,0.05380086918306513,0
2004.03.05.06.02.46,0.05317989159626852,0
2004.03.05.06.12.46,0.054519556618974896,0
2004.03.05.06.22.46,0.05313809268030603,0
2004.03.05.06.32.46,0.05413765320572169,0
2004.03.05.06.42.46,0.053514575907026386,0
2004.03.05.06.52.46,0.053572049416474296,0
2004.03.05.07.02.46,0.052764099809560296,0
2004.03.05.07.12.46,0.05288519947262992,0
2004.03.05.07.22.46,0.05244509009228858,0
2004.03.05.07.32.46,0.05428712339469649,0
2004.03.05.07.42.46,0.05375994921626978,0
2004.03.05.07.52.46,0.05157400263684655,0
2004.03.05.08.02.46,0.05396767420284149,0
2004.03.05.08.12.46,0.05149904780506709,0
2004.03.05.08.22.46,0.05290727086283415,0
2004.03.05.08.32.46,0.051226329410615265,0
2004.03.05.08.42.46,0.05397455930465305,0
2004.03.05.08.52.46,0.053441281312563045,0
2004.03.05.09.02.46,0.052428731871672116,0
2004.03.05.09.12.46,0.05141974705796071,0
2004.03.05.09.22.46,0.05340919966795154,0
2004.03.05.09.32.46,0.052059084916254474,0
2004.03.05.09.42.46,0.052979100542017724,0
2004.03.05.09.52.46,0.05177508667415296,0
2004.03.05.10.02.46,0.052710532740855416,0
2004.03.05.10.12.46,0.05286869476048582,0
2004.03.05.10.22.46,0.053500366228818826,0
2004.03.05.10.32.46,0.05140700229503272,0
2004.03.05.10.42.46,0.05206484691635237,0
2004.03.05.10.52.46,0.054117486205380406,0
2004.03.05.11.02.46,0.05132276966648667,0
2004.03.05.11.12.46,0.052762683724790316,0
2004.03.05.11.22.46,0.05436056448068681,0
2004.03.05.11.32.46,0.05325191659748966,0
2004.03.05.11.42.46,0.05231744714097289,0
2004.03.05.11.52.46,0.05302456174617852,0
2004.03.05.12.02.46,0.05167796279115086,0
2004.03.05.12.12.46,0.054436447092142154,0
2004.03.05.12.22.46,0.052374774158893536,0
2004.03.05.12.32.46,0.05212256457834771,0
2004.03.05.12.42.46,0.051375750769079936,0
2004.03.05.12.52.46,0.05155422628057936,0
2004.03.05.13.02.46,0.05193539723619218,0
2004.03.05.13.12.46,0.05096928560964816,0
2004.03.05.13.22.46,0.05339372039650267,0
2004.03.05.13.32.46,0.0543970408711353,0
2004.03.05.13.42.46,0.05332779920894491,0
2004.03.05.13.52.46,0.05270301284242329,0
2004.03.05.14.02.46,0.053964646711264615,0
2004.03.05.14.12.46,0.05332052346305903,0
2004.03.05.14.22.46,0.051369744616435425,0
2004.03.05.14.32.46,0.052065628204501384,0
2004.03.05.14.42.46,0.052971873626641186,0
2004.03.05.14.52.46,0.05215606230772916,0
2004.03.05.15.02.46,0.05308017969627358,0
2004.03.05.15.12.46,0.05258288978953924,0
2004.03.05.15.22.46,0.05454714585673071,0
2004.03.05.15.32.46,0.05170706577469523,0
2004.03.05.15.42.46,0.052926363591971747,0
2004.03.05.15.52.46,0.05214590556179408,0
2004.03.05.16.02.46,0.05270145026612551,0
2004.03.05.16.12.46,0.0509519507788461,0
2004.03.05.16.22.46,0.05307432003515685,0
2004.03.05.16.32.46,0.053077542848771184,0
2004.03.05.16.42.46,0.05364231651936029,0
2004.03.05.16.52.46,0.053379657209824204,0
2004.03.05.17.02.46,0.052398310464377366,0
2004.03.05.17.12.46,0.05452634405976787,0
2004.03.05.17.22.46,0.05093041652424314,0
2004.03.05.17.32.46,0.051625177010594984,0
2004.03.05.17.42.46,0.05259114214561125,0
2004.03.05.17.52.46,0.053302505005126954,0
2004.03.05.18.02.46,0.05160750036622794,0
2004.03.05.18.12.46,0.05332364861565413,0
2004.03.05.18.22.46,0.05218619073196868,0
2004.03.05.18.32.46,0.051842082132916,0
2004.03.05.18.42.46,0.05281883881048819,0
2004.03.05.18.52.46,0.053447385126226175,0
2004.03.05.19.02.46,0.05187992577762498,0
2004.03.05.19.12.46,0.052517749890130486,0
2004.03.05.19.22.46,0.05292216416817153,0
2004.03.05.19.32.46,0.054220372088480545,0
2004.03.05.19.42.46,0.05149509253381421,0
2004.03.05.19.52.46,0.05420918990184985,0
2004.03.05.20.02.46,0.05319429659651276,0
2004.03.05.20.12.46,0.05364851799404233,0
2004.03.05.20.22.46,0.05274363982616229,0
2004.03.05.20.32.46,0.05227628302163112,0
2004.03.05.20.42.46,0.052696274232139316,0
2004.03.05.20.52.46,0.05304853752624569,0
2004.03.05.21.02.46,0.05230709507300058,0
2004.03.05.21.12.46,0.05159734362029305,0
2004.03.05.21.22.46,0.05251770105962129,0
2004.03.05.21.32.46,0.05147292348259096,0
2004.03.05.21.42.46,0.05285067630255297,0
2004.03.05.21.52.46,0.05268743590995601,0
2004.03.05.22.02.46,0.053454319058547015,0
2004.03.05.22.12.46,0.052638410078616374,0
2004.03.05.22.22.46,0.05100351579666892,0
2004.03.05.22.32.46,0.052314273157868296,0
2004.03.05.22.42.46,0.05254851311099062,0
2004.03.05.22.52.46,0.05216197079935448,0
2004.03.05.23.02.46,0.052000927779675916,0
2004.03.05.23.12.46,0.054118218663019725,0
2004.03.05.23.22.46,0.052627960349625524,0
2004.03.05.23.32.46,0.052592997704965117,0
2004.03.05.23.42.46,0.05053112944967946,0
2004.03.05.23.52.46,0.055009473118803894,0
2004.03.06.00.02.46,0.0532980614287796,0
2004.03.06.00.12.46,0.05223809756335651,0
2004.03.06.00.22.46,0.05292025977830913,0
2004.03.06.00.32.46,0.05365374285853725,0
2004.03.06.00.42.46,0.054327408564870096,0
2004.03.06.00.52.46,0.05463587089213298,0
2004.03.06.01.02.46,0.05149807119488164,0
2004.03.06.01.12.46,0.05117715708774725,0
2004.03.06.01.22.46,0.053639630841349005,0
2004.03.06.01.32.46,0.05399306606767896,0
2004.03.06.01.42.46,0.05252912739879794,0
2004.03.06.01.52.46,0.053892426388006905,0
2004.03.06.02.02.46,0.05223546071585462,0
2004.03.06.02.12.46,0.05222999169881291,0
2004.03.06.02.22.46,0.052637384637920955,0
2004.03.06.02.32.46,0.05271058157136471,0
2004.03.06.02.42.46,0.052648176180476486,0
2004.03.06.02.52.46,0.050812832657843636,0
2004.03.06.03.02.46,0.05201836027149688,0
2004.03.06.03.12.46,0.052993603203281,0
2004.03.06.03.22.46,0.05217154157917824,0
2004.03.06.03.32.46,0.05084344938717626,0
2004.03.06.03.42.46,0.05095258557546648,0
2004.03.06.03.52.46,0.053581083060695436,0
2004.03.06.04.02.46,0.05198149323697336,0
2004.03.06.04.12.46,0.05382899555642279,0
2004.03.06.04.22.46,0.05056780116216546,0
2004.03.06.04.32.46,0.05137677620977508,0
2004.03.06.04.42.46,0.051696762537232245,0
2004.03.06.04.52.46,0.051829239708968966,0
2004.03.06.05.02.46,0.0534776112114839,0
2004.03.06.05.12.46,0.05296855315200852,0
2004.03.06.05.22.46,0.05009819815420576,0
2004.03.06.05.32.46,0.05233424483617274,0
2004.03.06.05.42.46,0.05026104790272869,0
2004.03.06.05.52.46,0.050163924019726594,0
2004.03.06.06.02.46,0.05178001855559247,0
2004.03.06.06.12.46,0.05127188827579365,0
2004.03.06.06.22.46,0.051681234435274136,0
2004.03.06.06.32.46,0.051071634357145436,0
2004.03.06.06.42.46,0.051918892524047855,0
2004.03.06.06.52.46,0.05251442941549812,0
2004.03.06.07.02.46,0.0530359880853545,0
2004.03.06.07.12.46,0.05223140778358231,0
2004.03.06.07.22.46,0.05237711802334027,0
2004.03.06.07.32.46,0.052097123883001084,0
2004.03.06.07.42.46,0.05053845402607439,0
2004.03.06.07.52.46,0.0554165242443476,0
2004.03.06.08.02.46,0.051205869427217034,0
2004.03.06.08.12.46,0.051143122222763834,0
2004.03.06.08.22.46,0.050875238048732035,0
2004.03.06.08.32.46,0.05155222422969782,0
2004.03.06.08.42.46,0.051602470823770154,0
2004.03.06.08.52.46,0.05098515552517081,0
2004.03.06.09.02.46,0.052126519849600934,0
2004.03.06.09.12.46,0.05255666780604461,0
2004.03.06.09.22.46,0.05359924801015568,0
2004.03.06.09.32.46,0.0533652033790706,0
2004.03.06.09.42.46,0.053216123834170376,0
2004.03.06.09.52.46,0.05209805166267826,0
2004.03.06.10.02.46,0.051422432735972586,0
2004.03.06.10.12.46,0.05121299868157549,0
2004.03.06.10.22.46,0.05371229063919064,0
2004.03.06.10.32.46,0.05213306313784787,0
2004.03.06.10.42.46,0.05176644367400642,0
2004.03.06.10.52.46,0.05223448410566866,0
2004.03.06.11.02.46,0.05160491234923499,0
2004.03.06.11.12.46,0.05063508960398353,0
2004.03.06.11.22.46,0.05243298012598245,0
2004.03.06.11.32.46,0.05477435421651391,0
2004.03.06.11.42.46,0.05131344303921021,0
2004.03.06.11.52.46,0.05347556033009342,0
2004.03.06.12.02.46,0.051770105962204244,0
2004.03.06.12.12.46,0.05251071829679101,0
2004.03.06.12.22.46,0.052453293617851726,0
2004.03.06.12.32.46,0.05237702036232129,0
2004.03.06.12.42.46,0.05148508227940768,0
2004.03.06.12.52.46,0.05201928805117337,0
2004.03.06.13.02.46,0.05118028224034274,0
2004.03.06.13.12.46,0.051910298354411244,0
2004.03.06.13.22.46,0.051549343229649124,0
2004.03.06.13.32.46,0.052643293129546444,0
2004.03.06.13.42.46,0.052908003320473886,0
2004.03.06.13.52.46,0.052179207969138316,0
2004.03.06.14.02.46,0.0519350065921178,0
2004.03.06.14.12.46,0.05279779286097861,0
2004.03.06.14.22.46,0.05213130523951316,0
2004.03.06.14.32.46,0.05054529029737657,0
2004.03.06.14.42.46,0.05092773084623178,0
2004.03.06.14.52.46,0.05208872503540097,0
2004.03.06.15.02.46,0.05356345524683724,0
2004.03.06.15.12.46,0.052707993554371745,0
2004.03.06.15.22.46,0.0518226964207229,0
2004.03.06.15.32.46,0.05348835392353092,0
2004.03.06.15.42.46,0.05400776405097824,0
2004.03.06.15.52.46,0.052199081986424256,0
2004.03.06.16.02.46,0.05084686752282767,0
2004.03.06.16.12.46,0.05327247424190537,0
2004.03.06.16.22.46,0.051593827823623484,0
2004.03.06.16.32.46,0.05180668001367138,0
2004.03.06.16.42.46,0.05240246105766797,0
2004.03.06.16.52.46,0.05161936617998852,0
2004.03.06.17.02.46,0.05318765564724759,0
2004.03.06.17.12.46,0.051652766248351425,0
2004.03.06.17.22.46,0.05325362566531487,0
2004.03.06.17.32.46,0.0523057278187402,0
2004.03.06.17.42.46,0.052450607939839446,0
2004.03.06.17.52.46,0.05158640558620951,0
2004.03.06.18.02.46,0.0531170467307963,0
2004.03.06.18.12.46,0.05222745251232923,0
2004.03.06.18.22.46,0.051023096830898784,0
2004.03.06.18.32.46,0.052055764441622084,0
2004.03.06.18.42.46,0.051470091313051386,0
2004.03.06.18.52.46,0.053134772205672746,0
2004.03.06.19.02.46,0.05359460911177214,0
2004.03.06.19.12.46,0.051705210215341905,0
2004.03.06.19.22.46,0.053180575223398696,0
2004.03.06.19.32.46,0.05284237511597143,0
2004.03.06.19.42.46,0.05195419698227376,0
2004.03.06.19.52.46,0.053007617559450604,0
2004.03.06.20.02.46,0.05103379071243629,0
2004.03.06.20.12.46,0.05081048879339722,0
2004.03.06.20.22.46,0.05188739684554827,0
2004.03.06.20.32.46,0.05225621368230758,0
2004.03.06.20.42.46,0.05311509351042464,0
2004.03.06.20.52.46,0.05313784852775945,0
2004.03.06.21.02.46,0.05153220372088444,0
2004.03.06.21.12.46,0.05218687435909883,0
2004.03.06.21.22.46,0.05159133746764896,0
2004.03.06.21.32.46,0.051586161433662965,0
2004.03.06.21.42.46,0.05213237951071726,0
2004.03.06.21.52.46,0.050988768982859395,0
2004.03.06.22.02.46,0.051191952732066066,0
2004.03.06.22.12.46,0.05126436837736119,0
2004.03.06.22.22.46,0.05202729625469937,0
2004.03.06.22.32.46,0.05155661897553497,0
2004.03.06.22.42.46,0.051970604033398995,0
2004.03.06.22.52.46,0.052207724986571,0
2004.03.06.23.02.46,0.05117705942672876,0
2004.03.06.23.12.46,0.05151286683920007,0
2004.03.06.23.22.46,0.052734606181941646,0
2004.03.06.23.32.46,0.05185233653986945,0
2004.03.06.23.42.46,0.051477806533521006,0
2004.03.06.23.52.46,0.0521802822403432,0
2004.03.07.00.02.46,0.05332872698862161,0
2004.03.07.00.12.46,0.051314907954489175,0
2004.03.07.00.22.46,0.05110356951022894,0
2004.03.07.00.32.46,0.05429898920845676,0
2004.03.07.00.42.46,0.05262112407832333,0
2004.03.07.00.52.46,0.052118853459640735,0
2004.03.07.01.02.46,0.052341374090531245,0
2004.03.07.01.12.46,0.05338844670149836,0
2004.03.07.01.22.46,0.050414131549390895,0
2004.03.07.01.32.46,0.05208081449289443,0
2004.03.07.01.42.46,0.05153806338200018,0
2004.03.07.01.52.46,0.05259304653547494,0
2004.03.07.02.02.46,0.05096440255871822,0
2004.03.07.02.12.46,0.05259851555251632,0
2004.03.07.02.22.46,0.05239181600664037,0
2004.03.07.02.32.46,0.05335866009082437,0
2004.03.07.02.42.46,0.05291786708335312,0
2004.03.07.02.52.46,0.050376385565700434,0
2004.03.07.03.02.46,0.05187089213340421,0
2004.03.07.03.12.46,0.052061575272229564,0
2004.03.07.03.22.46,0.0524469456516424,0
2004.03.07.03.32.46,0.05120606474925451,0
2004.03.07.03.42.46,0.054007764050978575,0
2004.03.07.03.52.46,0.05323912300405247,0
2004.03.07.04.02.46,0.05152390253430262,0
2004.03.07.04.12.46,0.05225015869915411,0
2004.03.07.04.22.46,0.050678353435225476,0
2004.03.07.04.32.46,0.05228834415742878,0
2004.03.07.04.42.46,0.051196542799940355,0
2004.03.07.04.52.46,0.053083451340396735,0
2004.03.07.05.02.46,0.05117012549440789,0
2004.03.07.05.12.46,0.05115235118902229,0
2004.03.07.05.22.46,0.053984325406513795,0
2004.03.07.05.32.46,0.052082621221738894,0
2004.03.07.05.42.46,0.053022706186824836,0
2004.03.07.05.52.46,0.05163924019727422,0
2004.03.07.06.02.46,0.05149094194052366,0
2004.03.07.06.12.46,0.05140739293910773,0
2004.03.07.06.22.46,0.05241481517652161,0
2004.03.07.06.32.46,0.05131105034425421,0
2004.03.07.06.42.46,0.05143869329557004,0
2004.03.07.06.52.46,0.05241759851555191,0
2004.03.07.07.02.46,0.05201811611895004,0
2004.03.07.07.12.46,0.05120030274915684,0
2004.03.07.07.22.46,0.0515061282289168,0
2004.03.07.07.32.46,0.05278807558962769,0
2004.03.07.07.42.46,0.051083646662433715,0
2004.03.07.07.52.46,0.05162854631573747,0
2004.03.07.08.02.46,0.05248933053371659,0
2004.03.07.08.12.46,0.051986913423506115,0
2004.03.07.08.22.46,0.05111548415449894,0
2004.03.07.08.32.46,0.051121587968162144,0
2004.03.07.08.42.46,0.052700424825430116,0
2004.03.07.08.52.46,0.05081903413252514,0
2004.03.07.09.02.46,0.05199243127105778,0
2004.03.07.09.12.46,0.05112744762927778,0
2004.03.07.09.22.46,0.05169441867278573,0
2004.03.07.09.32.46,0.05237980370135199,0
2004.03.07.09.42.46,0.05173812197861114,0
2004.03.07.09.52.46,0.05268943796083707,0
2004.03.07.10.02.46,0.052672298452072094,0
2004.03.07.10.12.46,0.05245602812637232,0
2004.03.07.10.22.46,0.05289306118462738,0
2004.03.07.10.32.46,0.052083597831924615,0
2004.03.07.10.42.46,0.05191112847306888,0
2004.03.07.10.52.46,0.051390888226963326,0
2004.03.07.11.02.46,0.053118169832510866,0
2004.03.07.11.12.46,0.05214971434151977,0
2004.03.07.11.22.46,0.05182372186141817,0
2004.03.07.11.32.46,0.05218516529127319,0
2004.03.07.11.42.46,0.05194941159236213,0
2004.03.07.11.52.46,0.05539142536256577,0
2004.03.07.12.02.46,0.05232169539528236,0
2004.03.07.12.12.46,0.05245309829581486,0
2004.03.07.12.22.46,0.051926265930952835,0
2004.03.07.12.32.46,0.051858977489134664,0
2004.03.07.12.42.46,0.05305356706870408,0
2004.03.07.12.52.46,0.05198227452512258,0
2004.03.07.13.02.46,0.051859661116264125,0
2004.03.07.13.12.46,0.05295043703305771,0
2004.03.07.13.22.46,0.05387118511645998,0
2004.03.07.13.32.46,0.0527812881488342,0
2004.03.07.13.42.46,0.05269505346940679,0
2004.03.07.13.52.46,0.05282982567508107,0
2004.03.07.14.02.46,0.05485575467552067,0
2004.03.07.14.12.46,0.050506421211972456,0
2004.03.07.14.22.46,0.0529712388300206,0
2004.03.07.14.32.46,0.05086849943844837,0
2004.03.07.14.42.46,0.05212070901899412,0
2004.03.07.14.52.46,0.051680599638653006,0
2004.03.07.15.02.46,0.05376492992821873,0
2004.03.07.15.12.46,0.05093271155818062,0
2004.03.07.15.22.46,0.05080472679329919,0
2004.03.07.15.32.46,0.05137428585380055,0
2004.03.07.15.42.46,0.052949851066945934,0
2004.03.07.15.52.46,0.05190878460862281,0
2004.03.07.16.02.46,0.050707993554371646,0
2004.03.07.16.12.46,0.05352019141559553,0
2004.03.07.16.22.46,0.05202002050881317,0
2004.03.07.16.32.46,0.05102680794960572,0
2004.03.07.16.42.46,0.052198789003368475,0
2004.03.07.16.52.46,0.05220469749499407,0
2004.03.07.17.02.46,0.05315298598564322,0
2004.03.07.17.12.46,0.05217886615557303,0
2004.03.07.17.22.46,0.0515942184676977,0
2004.03.07.17.32.46,0.05226256164851729,0
2004.03.07.17.42.46,0.05193456711753418,0
2004.03.07.17.52.46,0.05268167390985829,0
2004.03.07.18.02.46,0.054448508227940035,0
2004.03.07.18.12.46,0.05278104399628819,0
2004.03.07.18.22.46,0.05265081302797939,0
2004.03.07.18.32.46,0.05064217002783266,0
2004.03.07.18.42.46,0.05188100004882985,0
2004.03.07.18.52.46,0.05227374383514726,0
2004.03.07.19.02.46,0.05220577176619866,0
2004.03.07.19.12.46,0.0531269104936752,0
2004.03.07.19.22.46,0.0525227794325888,0
2004.03.07.19.32.46,0.05066155574002515,0
2004.03.07.19.42.46,0.05264895746862578,0
2004.03.07.19.52.46,0.05222530396991942,0
2004.03.07.20.02.46,0.05180008789491604,0
2004.03.07.20.12.46,0.053286097954001174,0
2004.03.07.20.22.46,0.05138888617608205,0
2004.03.07.20.32.46,0.05388895942184662,0
2004.03.07.20.42.46,0.05366892914693044,0
2004.03.07.20.52.46,0.051820743200350704,0
2004.03.07.21.02.46,0.051648322672004164,0
2004.03.07.21.12.46,0.051691244689681226,0
2004.03.07.21.22.46,0.0516217588749443,0
2004.03.07.21.32.46,0.0531305239513642,0
2004.03.07.21.42.46,0.05172440060549756,0
2004.03.07.21.52.46,0.051339762683723575,0
2004.03.07.22.02.46,0.051079056594559316,0
2004.03.07.22.12.46,0.05265750280775331,0
2004.03.07.22.22.46,0.05171541579178624,0
2004.03.07.22.32.46,0.05377669808096039,0
2004.03.07.22.42.46,0.052222520630889585,0
2004.03.07.22.52.46,0.05220630890180111,0
2004.03.07.23.02.46,0.052383319498021136,0
2004.03.07.23.12.46,0.0527487670296394,0
2004.03.07.23.22.46,0.05240431661702182,0
2004.03.07.23.32.46,0.05138038966746341,0
2004.03.07.23.42.46,0.05322911274964511,0
2004.03.07.23.52.46,0.05158938424727691,0
2004.03.08.00.02.46,0.052998583915229276,0
2004.03.08.00.12.46,0.051568631280823396,0
2004.03.08.00.22.46,0.05252473265296077,0
2004.03.08.00.32.46,0.052324429903802906,0
2004.03.08.00.42.46,0.05139474583719817,0
2004.03.08.00.52.46,0.05229542458127724,0
2004.03.08.01.02.46,0.05259431612871662,0
2004.03.08.01.12.46,0.051547536500805395,0
2004.03.08.01.22.46,0.05182494262415056,0
2004.03.08.01.32.46,0.05070120611357863,0
2004.03.08.01.42.46,0.052273548513109905,0
2004.03.08.01.52.46,0.051175789833486855,0
2004.03.08.02.02.46,0.05234508520923777,0
2004.03.08.02.12.46,0.05178529225059723,0
2004.03.08.02.22.46,0.052213731139215055,0
2004.03.08.02.32.46,0.05091796474437121,0
2004.03.08.02.42.46,0.05220113286781518,0
2004.03.08.02.52.46,0.05216660969773793,0
2004.03.08.03.02.46,0.052179793935249866,0
2004.03.08.03.12.46,0.05441276429513044,0
2004.03.08.03.22.46,0.05105166267884087,0
2004.03.08.03.32.46,0.0523642755993935,0
2004.03.08.03.42.46,0.05192504516822031,0
2004.03.08.03.52.46,0.0514020215830843,0
2004.03.08.04.02.46,0.0508421309634251,0
2004.03.08.04.12.46,0.05252204697494927,0
2004.03.08.04.22.46,0.05458494067093079,0
2004.03.08.04.32.46,0.051885345964157684,0
2004.03.08.04.42.46,0.05211299379852438,0
2004.03.08.04.52.46,0.05276654133502533,0
2004.03.08.05.02.46,0.05140216807461204,0
2004.03.08.05.12.46,0.050811514234092525,0
2004.03.08.05.22.46,0.05299916988134118,0
2004.03.08.05.32.46,0.052528101958102175,0
2004.03.08.05.42.46,0.051510718296791186,0
2004.03.08.05.52.46,0.05197812393183143,0
2004.03.08.06.02.46,0.05158000878949113,0
2004.03.08.06.12.46,0.05234884515845446,0
2004.03.08.06.22.46,0.05251618731383292,0
2004.03.08.06.32.46,0.052643341960055594,0
2004.03.08.06.42.46,0.05449562966941669,0
2004.03.08.06.52.46,0.050965965135015244,0
2004.03.08.07.02.46,0.05234357146344971,0
2004.03.08.07.12.46,0.051589823721860564,0
2004.03.08.07.22.46,0.05337189315884542,0
2004.03.08.07.32.46,0.0532826309878405,0
2004.03.08.07.42.46,0.05111841398505708,0
2004.03.08.07.52.46,0.05104028517017318,0
2004.03.08.08.02.46,0.05472762341911192,0
2004.03.08.08.12.46,0.05127808975047539,0
2004.03.08.08.22.46,0.05200166023731544,0
2004.03.08.08.32.46,0.053188485765905645,0
2004.03.08.08.42.46,0.05274866936862077,0
2004.03.08.08.52.46,0.055458957956930885,0
2004.03.08.09.02.46,0.05364060745153508,0
2004.03.08.09.12.46,0.0524199423799978,0
2004.03.08.09.22.46,0.053358611260314964,0
2004.03.08.09.32.46,0.05201435616973398,0
2004.03.08.09.42.46,0.05453444992431256,0
2004.03.08.09.52.46,0.05338717710825644,0
2004.03.08.10.02.46,0.05201635822061524,0
2004.03.08.10.12.46,0.051617901264709574,0
