Unnamed: 0,signal,anomaly
2004.03.04.16.12.46,0.0551636798671806,0
2004.03.04.16.22.46,0.0545397236193169,0
2004.03.04.16.32.46,0.0542996728355871,0
2004.03.04.16.42.46,0.0529175741002968,0
2004.03.04.16.52.46,0.0547854387421253,0
2004.03.04.17.02.46,0.0539855949997553,0
2004.03.04.17.12.46,0.0542509399873036,0
2004.03.04.17.22.46,0.0553928902778453,0
2004.03.04.17.32.46,0.0535878705014884,0
2004.03.04.17.42.46,0.0537439328092185,0
2004.03.04.17.52.46,0.0554432833634447,0
2004.03.04.18.02.46,0.0530774451877526,0
2004.03.04.18.12.46,0.056086527662483,0
2004.03.04.18.22.46,0.0535754675521263,0
2004.03.04.18.32.46,0.0555683382977676,0
2004.03.04.18.42.46,0.0543500659211871,0
2004.03.04.18.52.46,0.0541260803750176,0
2004.03.04.19.02.46,0.0536793300454118,0
2004.03.04.19.12.46,0.055076859221641,0
2004.03.04.19.22.46,0.053634015332779,0
2004.03.04.19.32.46,0.0530890180184573,0
2004.03.04.19.42.46,0.0559581522535268,0
2004.03.04.19.52.46,0.0548260657258642,0
2004.03.04.20.02.46,0.0562176375799595,0
2004.03.04.20.12.46,0.0565840128912545,0
2004.03.04.20.22.46,0.0535262952292584,0
2004.03.04.20.32.46,0.0540669466282529,0
2004.03.04.20.42.46,0.0556219053664723,0
2004.03.04.20.52.46,0.0542323355632596,0
2004.03.04.21.02.46,0.0535210215342541,0
2004.03.04.21.12.46,0.0567037453000631,0
2004.03.04.21.22.46,0.0542145124273637,0
2004.03.04.21.32.46,0.0542639777332869,0
2004.03.04.21.42.46,0.0534508520923863,0
2004.03.04.21.52.46,0.0551852141217827,0
2004.03.04.22.02.46,0.0540674837638547,0
2004.03.04.22.12.46,0.0536646320621114,0
2004.03.04.22.22.46,0.0552733531910733,0
2004.03.04.22.32.46,0.0545446066702467,0
2004.03.04.22.42.46,0.0532256457834849,0
2004.03.04.22.52.46,0.0544756091606031,0
2004.03.04.23.02.46,0.0526736168758231,0
2004.03.04.23.12.46,0.054665803994335,0
2004.03.04.23.22.46,0.0532346305971961,0
2004.03.04.23.32.46,0.0547919331998627,0
2004.03.04.23.42.46,0.0555765418233303,0
2004.03.04.23.52.46,0.0546635577909069,0
2004.03.05.00.02.46,0.0536430001464902,0
2004.03.05.00.12.46,0.0552065530543475,0
2004.03.05.00.22.46,0.0530695346452455,0
2004.03.05.00.32.46,0.0536555984178909,0
2004.03.05.00.42.46,0.0550500512720335,0
2004.03.05.00.52.46,0.0544237511597245,0
2004.03.05.01.02.46,0.0529299282191502,0
2004.03.05.01.12.46,0.0532626593095358,0
2004.03.05.01.22.46,0.0546003222813607,0
2004.03.05.01.32.46,0.0533026514966542,0
2004.03.05.01.42.46,0.0531253479173779,0
2004.03.05.01.52.46,0.0528286049123483,0
2004.03.05.02.02.46,0.053949704575418,0
2004.03.05.02.12.46,0.0529031202695434,0
2004.03.05.02.22.46,0.0534380584989493,0
2004.03.05.02.32.46,0.0533488451584542,0
2004.03.05.02.42.46,0.0522115337662962,0
2004.03.05.02.52.46,0.0530835490014154,0
2004.03.05.03.02.46,0.0534458713804375,0
2004.03.05.03.12.46,0.0544963621270559,0
2004.03.05.03.22.46,0.0537857317251809,0
2004.03.05.03.32.46,0.0535658967723028,0
2004.03.05.03.42.46,0.0541691977147312,0
2004.03.05.03.52.46,0.0556457834855216,0
2004.03.05.04.02.46,0.0523845890912635,0
2004.03.05.04.12.46,0.0548251379461885,0
2004.03.05.04.22.46,0.0534544655500755,0
2004.03.05.04.32.46,0.0529474583719901,0
2004.03.05.04.42.46,0.0537756238097555,0
2004.03.05.04.52.46,0.0548210850139161,0
2004.03.05.05.02.46,0.0533868841252008,0
2004.03.05.05.12.46,0.052309097123882,0
2004.03.05.05.22.46,0.0554837638556566,0
2004.03.05.05.32.46,0.0531615801552802,0
2004.03.05.05.42.46,0.0533827823624191,0
2004.03.05.05.52.46,0.0538008691830651,0
2004.03.05.06.02.46,0.0531798915962685,0
2004.03.05.06.12.46,0.0545195566189748,0
2004.03.05.06.22.46,0.053138092680306,0
2004.03.05.06.32.46,0.0541376532057216,0
2004.03.05.06.42.46,0.0535145759070263,0
2004.03.05.06.52.46,0.0535720494164742,0
2004.03.05.07.02.46,0.0527640998095602,0
2004.03.05.07.12.46,0.0528851994726299,0
2004.03.05.07.22.46,0.0524450900922885,0
2004.03.05.07.32.46,0.0542871233946964,0
2004.03.05.07.42.46,0.0537599492162697,0
2004.03.05.07.52.46,0.0515740026368465,0
2004.03.05.08.02.46,0.0539676742028414,0
2004.03.05.08.12.46,0.051499047805067,0
2004.03.05.08.22.46,0.0529072708628341,0
2004.03.05.08.32.46,0.0512263294106152,0
2004.03.05.08.42.46,0.053974559304653,0
2004.03.05.08.52.46,0.053441281312563,0
2004.03.05.09.02.46,0.0524287318716721,0
2004.03.05.09.12.46,0.0514197470579607,0
2004.03.05.09.22.46,0.0534091996679515,0
2004.03.05.09.32.46,0.0520590849162544,0
2004.03.05.09.42.46,0.0529791005420177,0
2004.03.05.09.52.46,0.0517750866741529,0
2004.03.05.10.02.46,0.0527105327408554,0
2004.03.05.10.12.46,0.0528686947604858,0
2004.03.05.10.22.46,0.0535003662288188,0
2004.03.05.10.32.46,0.0514070022950327,0
2004.03.05.10.42.46,0.0520648469163523,0
2004.03.05.10.52.46,0.0541174862053804,0
2004.03.05.11.02.46,0.0513227696664866,0
2004.03.05.11.12.46,0.0527626837247903,0
2004.03.05.11.22.46,0.0543605644806868,0
2004.03.05.11.32.46,0.0532519165974896,0
2004.03.05.11.42.46,0.0523174471409728,0
2004.03.05.11.52.46,0.0530245617461785,0
2004.03.05.12.02.46,0.0516779627911508,0
2004.03.05.12.12.46,0.0544364470921421,0
2004.03.05.12.22.46,0.0523747741588935,0
2004.03.05.12.32.46,0.0521225645783477,0
2004.03.05.12.42.46,0.0513757507690799,0
2004.03.05.12.52.46,0.0515542262805793,0
2004.03.05.13.02.46,0.0519353972361921,0
2004.03.05.13.12.46,0.0509692856096481,0
2004.03.05.13.22.46,0.0533937203965026,0
2004.03.05.13.32.46,0.0543970408711353,0
2004.03.05.13.42.46,0.0533277992089449,0
2004.03.05.13.52.46,0.0527030128424232,0
2004.03.05.14.02.46,0.0539646467112646,0
2004.03.05.14.12.46,0.053320523463059,0
2004.03.05.14.22.46,0.0513697446164354,0
2004.03.05.14.32.46,0.0520656282045013,0
2004.03.05.14.42.46,0.0529718736266411,0
2004.03.05.14.52.46,0.0521560623077291,0
2004.03.05.15.02.46,0.0530801796962735,0
2004.03.05.15.12.46,0.0525828897895392,0
2004.03.05.15.22.46,0.0545471458567307,0
2004.03.05.15.32.46,0.0517070657746952,0
2004.03.05.15.42.46,0.0529263635919717,0
2004.03.05.15.52.46,0.052145905561794,0
2004.03.05.16.02.46,0.0527014502661255,0
2004.03.05.16.12.46,0.0509519507788461,0
2004.03.05.16.22.46,0.0530743200351568,0
2004.03.05.16.32.46,0.0530775428487711,0
2004.03.05.16.42.46,0.0536423165193602,0
2004.03.05.16.52.46,0.0533796572098242,0
2004.03.05.17.02.46,0.0523983104643773,0
2004.03.05.17.12.46,0.0545263440597678,0
2004.03.05.17.22.46,0.0509304165242431,0
2004.03.05.17.32.46,0.0516251770105949,0
2004.03.05.17.42.46,0.0525911421456112,0
2004.03.05.17.52.46,0.0533025050051269,0
2004.03.05.18.02.46,0.0516075003662279,0
2004.03.05.18.12.46,0.0533236486156541,0
2004.03.05.18.22.46,0.0521861907319686,0
2004.03.05.18.32.46,0.051842082132916,0
2004.03.05.18.42.46,0.0528188388104881,0
2004.03.05.18.52.46,0.0534473851262261,0
2004.03.05.19.02.46,0.0518799257776249,0
2004.03.05.19.12.46,0.0525177498901304,0
2004.03.05.19.22.46,0.0529221641681715,0
2004.03.05.19.32.46,0.0542203720884805,0
2004.03.05.19.42.46,0.0514950925338142,0
2004.03.05.19.52.46,0.0542091899018498,0
2004.03.05.20.02.46,0.0531942965965127,0
2004.03.05.20.12.46,0.0536485179940423,0
2004.03.05.20.22.46,0.0527436398261622,0
2004.03.05.20.32.46,0.0522762830216311,0
2004.03.05.20.42.46,0.0526962742321393,0
2004.03.05.20.52.46,0.0530485375262456,0
2004.03.05.21.02.46,0.0523070950730005,0
2004.03.05.21.12.46,0.051597343620293,0
2004.03.05.21.22.46,0.0525177010596212,0
2004.03.05.21.32.46,0.0514729234825909,0
2004.03.05.21.42.46,0.0528506763025529,0
2004.03.05.21.52.46,0.052687435909956,0
2004.03.05.22.02.46,0.053454319058547,0
2004.03.05.22.12.46,0.0526384100786163,0
2004.03.05.22.22.46,0.0510035157966689,0
2004.03.05.22.32.46,0.0523142731578682,0
2004.03.05.22.42.46,0.0525485131109906,0
2004.03.05.22.52.46,0.0521619707993544,0
2004.03.05.23.02.46,0.0520009277796759,0
2004.03.05.23.12.46,0.0541182186630197,0
2004.03.05.23.22.46,0.0526279603496255,0
2004.03.05.23.32.46,0.0525929977049651,0
2004.03.05.23.42.46,0.0505311294496794,0
2004.03.05.23.52.46,0.0550094731188038,0
2004.03.06.00.02.46,0.0532980614287796,0
2004.03.06.00.12.46,0.0522380975633565,0
2004.03.06.00.22.46,0.0529202597783091,0
2004.03.06.00.32.46,0.0536537428585372,0
2004.03.06.00.42.46,0.05432740856487,0
2004.03.06.00.52.46,0.0546358708921329,0
2004.03.06.01.02.46,0.0514980711948816,0
2004.03.06.01.12.46,0.0511771570877472,0
2004.03.06.01.22.46,0.053639630841349,0
2004.03.06.01.32.46,0.0539930660676789,0
2004.03.06.01.42.46,0.0525291273987979,0
2004.03.06.01.52.46,0.0538924263880069,0
2004.03.06.02.02.46,0.0522354607158546,0
2004.03.06.02.12.46,0.0522299916988129,0
2004.03.06.02.22.46,0.0526373846379209,0
2004.03.06.02.32.46,0.0527105815713647,0
2004.03.06.02.42.46,0.0526481761804764,0
2004.03.06.02.52.46,0.0508128326578436,0
2004.03.06.03.02.46,0.0520183602714968,0
2004.03.06.03.12.46,0.052993603203281,0
2004.03.06.03.22.46,0.0521715415791782,0
2004.03.06.03.32.46,0.0508434493871762,0
2004.03.06.03.42.46,0.0509525855754664,0
2004.03.06.03.52.46,0.0535810830606954,0
2004.03.06.04.02.46,0.0519814932369733,0
2004.03.06.04.12.46,0.0538289955564227,0
2004.03.06.04.22.46,0.0505678011621654,0
2004.03.06.04.32.46,0.051376776209775,0
2004.03.06.04.42.46,0.0516967625372322,0
2004.03.06.04.52.46,0.0518292397089689,0
2004.03.06.05.02.46,0.0534776112114839,0
2004.03.06.05.12.46,0.0529685531520085,0
2004.03.06.05.22.46,0.0500981981542057,0
2004.03.06.05.32.46,0.0523342448361727,0
2004.03.06.05.42.46,0.0502610479027286,0
2004.03.06.05.52.46,0.0501639240197265,0
2004.03.06.06.02.46,0.0517800185555924,0
2004.03.06.06.12.46,0.0512718882757936,0
2004.03.06.06.22.46,0.0516812344352741,0
2004.03.06.06.32.46,0.0510716343571454,0
2004.03.06.06.42.46,0.0519188925240478,0
2004.03.06.06.52.46,0.0525144294154981,0
2004.03.06.07.02.46,0.0530359880853545,0
2004.03.06.07.12.46,0.0522314077835823,0
2004.03.06.07.22.46,0.0523771180233402,0
2004.03.06.07.32.46,0.052097123883001,0
2004.03.06.07.42.46,0.0505384540260743,0
2004.03.06.07.52.46,0.0554165242443476,0
2004.03.06.08.02.46,0.051205869427217,0
2004.03.06.08.12.46,0.0511431222227638,0
2004.03.06.08.22.46,0.050875238048732,0
2004.03.06.08.32.46,0.0515522242296978,0
2004.03.06.08.42.46,0.0516024708237701,0
2004.03.06.08.52.46,0.0509851555251708,0
2004.03.06.09.02.46,0.0521265198496009,0
2004.03.06.09.12.46,0.0525566678060446,0
2004.03.06.09.22.46,0.0535992480101556,0
2004.03.06.09.32.46,0.0533652033790706,0
2004.03.06.09.42.46,0.0532161238341703,0
2004.03.06.09.52.46,0.0520980516626782,0
2004.03.06.10.02.46,0.0514224327359725,0
2004.03.06.10.12.46,0.0512129986815754,0
2004.03.06.10.22.46,0.0537122906391906,0
2004.03.06.10.32.46,0.0521330631378478,0
2004.03.06.10.42.46,0.0517664436740064,0
2004.03.06.10.52.46,0.0522344841056686,0
2004.03.06.11.02.46,0.0516049123492349,0
2004.03.06.11.12.46,0.0506350896039835,0
2004.03.06.11.22.46,0.0524329801259824,0
2004.03.06.11.32.46,0.0547743542165139,0
2004.03.06.11.42.46,0.0513134430392102,0
2004.03.06.11.52.46,0.0534755603300934,0
2004.03.06.12.02.46,0.0517701059622042,0
2004.03.06.12.12.46,0.052510718296791,0
2004.03.06.12.22.46,0.0524532936178517,0
2004.03.06.12.32.46,0.0523770203623212,0
2004.03.06.12.42.46,0.0514850822794076,0
2004.03.06.12.52.46,0.0520192880511733,0
2004.03.06.13.02.46,0.0511802822403427,0
2004.03.06.13.12.46,0.0519102983544112,0
2004.03.06.13.22.46,0.0515493432296491,0
2004.03.06.13.32.46,0.0526432931295464,0
2004.03.06.13.42.46,0.0529080033204738,0
2004.03.06.13.52.46,0.0521792079691383,0
2004.03.06.14.02.46,0.0519350065921178,0
2004.03.06.14.12.46,0.0527977928609786,0
2004.03.06.14.22.46,0.0521313052395131,0
2004.03.06.14.32.46,0.0505452902973765,0
2004.03.06.14.42.46,0.0509277308462317,0
2004.03.06.14.52.46,0.0520887250354009,0
2004.03.06.15.02.46,0.0535634552468372,0
2004.03.06.15.12.46,0.0527079935543717,0
2004.03.06.15.22.46,0.0518226964207229,0
2004.03.06.15.32.46,0.0534883539235309,0
2004.03.06.15.42.46,0.0540077640509782,0
2004.03.06.15.52.46,0.0521990819864242,0
2004.03.06.16.02.46,0.0508468675228276,0
2004.03.06.16.12.46,0.0532724742419053,0
2004.03.06.16.22.46,0.0515938278236234,0
2004.03.06.16.32.46,0.0518066800136713,0
2004.03.06.16.42.46,0.0524024610576679,0
2004.03.06.16.52.46,0.0516193661799885,0
2004.03.06.17.02.46,0.0531876556472475,0
2004.03.06.17.12.46,0.0516527662483514,0
2004.03.06.17.22.46,0.0532536256653148,0
2004.03.06.17.32.46,0.0523057278187402,0
2004.03.06.17.42.46,0.0524506079398394,0
2004.03.06.17.52.46,0.0515864055862095,0
2004.03.06.18.02.46,0.0531170467307963,0
2004.03.06.18.12.46,0.0522274525123292,0
2004.03.06.18.22.46,0.0510230968308987,0
2004.03.06.18.32.46,0.052055764441622,0
2004.03.06.18.42.46,0.0514700913130513,0
2004.03.06.18.52.46,0.0531347722056727,0
2004.03.06.19.02.46,0.0535946091117721,0
2004.03.06.19.12.46,0.0517052102153419,0
2004.03.06.19.22.46,0.0531805752233986,0
2004.03.06.19.32.46,0.0528423751159714,0
2004.03.06.19.42.46,0.0519541969822737,0
2004.03.06.19.52.46,0.0530076175594506,0
2004.03.06.20.02.46,0.0510337907124362,0
2004.03.06.20.12.46,0.0508104887933972,0
2004.03.06.20.22.46,0.0518873968455482,0
2004.03.06.20.32.46,0.0522562136823075,0
2004.03.06.20.42.46,0.0531150935104246,0
2004.03.06.20.52.46,0.0531378485277594,0
2004.03.06.21.02.46,0.0515322037208844,0
2004.03.06.21.12.46,0.0521868743590988,0
2004.03.06.21.22.46,0.0515913374676489,0
2004.03.06.21.32.46,0.0515861614336629,0
2004.03.06.21.42.46,0.0521323795107172,0
2004.03.06.21.52.46,0.0509887689828593,0
2004.03.06.22.02.46,0.051191952732066,0
2004.03.06.22.12.46,0.0512643683773611,0
2004.03.06.22.22.46,0.0520272962546993,0
2004.03.06.22.32.46,0.0515566189755349,0
2004.03.06.22.42.46,0.0519706040333989,0
2004.03.06.22.52.46,0.052207724986571,0
2004.03.06.23.02.46,0.0511770594267287,0
2004.03.06.23.12.46,0.0515128668392,0
2004.03.06.23.22.46,0.0527346061819416,0
2004.03.06.23.32.46,0.0518523365398694,0
2004.03.06.23.42.46,0.051477806533521,0
2004.03.06.23.52.46,0.0521802822403432,0
2004.03.07.00.02.46,0.0533287269886216,0
2004.03.07.00.12.46,0.0513149079544891,0
2004.03.07.00.22.46,0.0511035695102289,0
2004.03.07.00.32.46,0.0542989892084567,0
2004.03.07.00.42.46,0.0526211240783233,0
2004.03.07.00.52.46,0.0521188534596407,0
2004.03.07.01.02.46,0.0523413740905312,0
2004.03.07.01.12.46,0.0533884467014983,0
2004.03.07.01.22.46,0.0504141315493908,0
2004.03.07.01.32.46,0.0520808144928944,0
2004.03.07.01.42.46,0.0515380633820001,0
2004.03.07.01.52.46,0.0525930465354749,0
2004.03.07.02.02.46,0.0509644025587182,0
2004.03.07.02.12.46,0.0525985155525163,0
2004.03.07.02.22.46,0.0523918160066403,0
2004.03.07.02.32.46,0.0533586600908243,0
2004.03.07.02.42.46,0.0529178670833531,0
2004.03.07.02.52.46,0.0503763855657004,0
2004.03.07.03.02.46,0.0518708921334042,0
2004.03.07.03.12.46,0.0520615752722295,0
2004.03.07.03.22.46,0.0524469456516424,0
2004.03.07.03.32.46,0.0512060647492545,0
2004.03.07.03.42.46,0.0540077640509785,0
2004.03.07.03.52.46,0.0532391230040524,0
2004.03.07.04.02.46,0.0515239025343026,0
2004.03.07.04.12.46,0.0522501586991541,0
2004.03.07.04.22.46,0.0506783534352254,0
2004.03.07.04.32.46,0.0522883441574287,0
2004.03.07.04.42.46,0.0511965427999403,0
2004.03.07.04.52.46,0.0530834513403967,0
2004.03.07.05.02.46,0.0511701254944078,0
2004.03.07.05.12.46,0.0511523511890222,0
2004.03.07.05.22.46,0.0539843254065137,0
2004.03.07.05.32.46,0.0520826212217388,0
2004.03.07.05.42.46,0.0530227061868248,0
2004.03.07.05.52.46,0.0516392401972742,0
2004.03.07.06.02.46,0.0514909419405236,0
2004.03.07.06.12.46,0.0514073929391077,0
2004.03.07.06.22.46,0.0524148151765216,0
2004.03.07.06.32.46,0.0513110503442542,0
2004.03.07.06.42.46,0.05143869329557,0
2004.03.07.06.52.46,0.0524175985155519,0
2004.03.07.07.02.46,0.05201811611895,0
2004.03.07.07.12.46,0.0512003027491568,0
2004.03.07.07.22.46,0.0515061282289168,0
2004.03.07.07.32.46,0.0527880755896276,0
2004.03.07.07.42.46,0.0510836466624337,0
2004.03.07.07.52.46,0.0516285463157374,0
2004.03.07.08.02.46,0.0524893305337165,0
2004.03.07.08.12.46,0.0519869134235061,0
2004.03.07.08.22.46,0.0511154841544989,0
2004.03.07.08.32.46,0.0511215879681621,0
2004.03.07.08.42.46,0.0527004248254301,0
2004.03.07.08.52.46,0.0508190341325251,0
2004.03.07.09.02.46,0.0519924312710577,0
2004.03.07.09.12.46,0.0511274476292777,0
2004.03.07.09.22.46,0.0516944186727857,0
2004.03.07.09.32.46,0.0523798037013519,0
2004.03.07.09.42.46,0.0517381219786111,0
2004.03.07.09.52.46,0.052689437960837,0
2004.03.07.10.02.46,0.052672298452072,0
2004.03.07.10.12.46,0.0524560281263723,0
2004.03.07.10.22.46,0.0528930611846273,0
2004.03.07.10.32.46,0.0520835978319246,0
2004.03.07.10.42.46,0.0519111284730688,0
2004.03.07.10.52.46,0.0513908882269633,0
2004.03.07.11.02.46,0.0531181698325108,0
2004.03.07.11.12.46,0.0521497143415197,0
2004.03.07.11.22.46,0.0518237218614181,0
2004.03.07.11.32.46,0.0521851652912731,0
2004.03.07.11.42.46,0.0519494115923621,0
2004.03.07.11.52.46,0.0553914253625657,0
2004.03.07.12.02.46,0.0523216953952823,0
2004.03.07.12.12.46,0.0524530982958148,0
2004.03.07.12.22.46,0.0519262659309528,0
2004.03.07.12.32.46,0.0518589774891346,0
2004.03.07.12.42.46,0.053053567068704,0
2004.03.07.12.52.46,0.0519822745251225,0
2004.03.07.13.02.46,0.0518596611162641,0
2004.03.07.13.12.46,0.0529504370330577,0
2004.03.07.13.22.46,0.0538711851164599,0
2004.03.07.13.32.46,0.0527812881488342,0
2004.03.07.13.42.46,0.0526950534694067,0
2004.03.07.13.52.46,0.052829825675081,0
2004.03.07.14.02.46,0.0548557546755206,0
2004.03.07.14.12.46,0.0505064212119724,0
2004.03.07.14.22.46,0.0529712388300206,0
2004.03.07.14.32.46,0.0508684994384483,0
2004.03.07.14.42.46,0.0521207090189941,0
2004.03.07.14.52.46,0.051680599638653,0
2004.03.07.15.02.46,0.0537649299282187,0
2004.03.07.15.12.46,0.0509327115581806,0
2004.03.07.15.22.46,0.0508047267932991,0
2004.03.07.15.32.46,0.0513742858538005,0
2004.03.07.15.42.46,0.0529498510669459,0
2004.03.07.15.52.46,0.0519087846086228,0
2004.03.07.16.02.46,0.0507079935543716,0
2004.03.07.16.12.46,0.0535201914155955,0
2004.03.07.16.22.46,0.0520200205088131,0
2004.03.07.16.32.46,0.0510268079496057,0
2004.03.07.16.42.46,0.0521987890033684,0
2004.03.07.16.52.46,0.052204697494994,0
2004.03.07.17.02.46,0.0531529859856432,0
2004.03.07.17.12.46,0.052178866155573,0
2004.03.07.17.22.46,0.0515942184676977,0
2004.03.07.17.32.46,0.0522625616485172,0
2004.03.07.17.42.46,0.0519345671175341,0
2004.03.07.17.52.46,0.0526816739098582,0
2004.03.07.18.02.46,0.05444850822794,0
2004.03.07.18.12.46,0.0527810439962881,0
2004.03.07.18.22.46,0.0526508130279793,0
2004.03.07.18.32.46,0.0506421700278326,0
2004.03.07.18.42.46,0.0518810000488298,0
2004.03.07.18.52.46,0.0522737438351472,0
2004.03.07.19.02.46,0.0522057717661986,0
2004.03.07.19.12.46,0.0531269104936752,0
2004.03.07.19.22.46,0.0525227794325888,0
2004.03.07.19.32.46,0.0506615557400251,0
2004.03.07.19.42.46,0.0526489574686257,0
2004.03.07.19.52.46,0.0522253039699194,0
2004.03.07.20.02.46,0.051800087894916,0
2004.03.07.20.12.46,0.0532860979540011,0
2004.03.07.20.22.46,0.051388886176082,0
2004.03.07.20.32.46,0.0538889594218466,0
2004.03.07.20.42.46,0.0536689291469304,0
2004.03.07.20.52.46,0.0518207432003507,0
2004.03.07.21.02.46,0.0516483226720041,0
2004.03.07.21.12.46,0.0516912446896812,0
2004.03.07.21.22.46,0.0516217588749443,0
2004.03.07.21.32.46,0.0531305239513642,0
2004.03.07.21.42.46,0.0517244006054975,0
2004.03.07.21.52.46,0.0513397626837235,0
2004.03.07.22.02.46,0.0510790565945593,0
2004.03.07.22.12.46,0.0526575028077533,0
2004.03.07.22.22.46,0.0517154157917862,0
2004.03.07.22.32.46,0.0537766980809603,0
2004.03.07.22.42.46,0.0522225206308895,0
2004.03.07.22.52.46,0.0522063089018011,0
2004.03.07.23.02.46,0.0523833194980211,0
2004.03.07.23.12.46,0.0527487670296394,0
2004.03.07.23.22.46,0.0524043166170218,0
2004.03.07.23.32.46,0.0513803896674634,0
2004.03.07.23.42.46,0.0532291127496451,0
2004.03.07.23.52.46,0.0515893842472769,0
2004.03.08.00.02.46,0.0529985839152292,0
2004.03.08.00.12.46,0.0515686312808233,0
2004.03.08.00.22.46,0.0525247326529607,0
2004.03.08.00.32.46,0.0523244299038029,0
2004.03.08.00.42.46,0.0513947458371981,0
2004.03.08.00.52.46,0.0522954245812772,0
2004.03.08.01.02.46,0.0525943161287166,0
2004.03.08.01.12.46,0.0515475365008053,0
2004.03.08.01.22.46,0.0518249426241505,0
2004.03.08.01.32.46,0.0507012061135786,0
2004.03.08.01.42.46,0.0522735485131099,0
2004.03.08.01.52.46,0.0511757898334868,0
2004.03.08.02.02.46,0.0523450852092377,0
2004.03.08.02.12.46,0.0517852922505972,0
2004.03.08.02.22.46,0.052213731139215,0
2004.03.08.02.32.46,0.0509179647443712,0
2004.03.08.02.42.46,0.0522011328678151,0
2004.03.08.02.52.46,0.0521666096977379,0
2004.03.08.03.02.46,0.0521797939352498,0
2004.03.08.03.12.46,0.0544127642951304,0
2004.03.08.03.22.46,0.0510516626788408,0
2004.03.08.03.32.46,0.0523642755993935,0
2004.03.08.03.42.46,0.0519250451682203,0
2004.03.08.03.52.46,0.0514020215830843,0
2004.03.08.04.02.46,0.0508421309634251,0
2004.03.08.04.12.46,0.0525220469749492,0
2004.03.08.04.22.46,0.0545849406709307,0
2004.03.08.04.32.46,0.0518853459641576,0
2004.03.08.04.42.46,0.0521129937985243,0
2004.03.08.04.52.46,0.0527665413350253,0
2004.03.08.05.02.46,0.051402168074612,0
2004.03.08.05.12.46,0.0508115142340925,0
2004.03.08.05.22.46,0.0529991698813411,0
2004.03.08.05.32.46,0.0525281019581021,0
2004.03.08.05.42.46,0.0515107182967911,0
2004.03.08.05.52.46,0.0519781239318314,0
2004.03.08.06.02.46,0.0515800087894911,0
2004.03.08.06.12.46,0.0523488451584544,0
2004.03.08.06.22.46,0.0525161873138329,0
2004.03.08.06.32.46,0.0526433419600555,0
2004.03.08.06.42.46,0.0544956296694166,0
2004.03.08.06.52.46,0.0509659651350152,0
2004.03.08.07.02.46,0.0523435714634497,0
2004.03.08.07.12.46,0.0515898237218605,0
2004.03.08.07.22.46,0.0533718931588454,0
2004.03.08.07.32.46,0.0532826309878405,0
2004.03.08.07.42.46,0.051118413985057,0
2004.03.08.07.52.46,0.0510402851701731,0
2004.03.08.08.02.46,0.0547276234191119,0
2004.03.08.08.12.46,0.0512780897504753,0
2004.03.08.08.22.46,0.0520016602373154,0
2004.03.08.08.32.46,0.0531884857659056,0
2004.03.08.08.42.46,0.0527486693686207,0
2004.03.08.08.52.46,0.0554589579569308,0
2004.03.08.09.02.46,0.053640607451535,0
2004.03.08.09.12.46,0.0524199423799978,0
2004.03.08.09.22.46,0.0533586112603149,0
2004.03.08.09.32.46,0.0520143561697339,0
2004.03.08.09.42.46,0.0545344499243125,0
2004.03.08.09.52.46,0.0533871771082564,0
2004.03.08.10.02.46,0.0520163582206152,0
2004.03.08.10.12.46,0.0516179012647095,0
2004.03.08.10.22.46,0.0520812051369689,0
